timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
34.1948,10,4,324,-16.4757,0.0500,-6.5606,41.7191,2.0323,0.0000,12.1500,0.0000,13.5000,34.9551,7,"","","10.500:0.000:13.500|-4.200:0.000:12.867|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.626","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.2977,10,4,325,-16.3730,0.0500,-6.4454,41.7191,1.4340,0.0000,12.1500,0.0000,13.5000,34.8049,7,"","","10.500:0.000:13.500|-4.200:0.000:12.784|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.708","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.4047,10,4,326,-16.2662,0.0500,-6.3256,41.7191,1.3204,0.0000,12.1500,0.0000,13.5000,34.6488,7,"","","10.500:0.000:13.500|-4.200:0.000:12.699|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.794","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.5049,10,4,327,-16.1662,0.0500,-6.2134,41.7191,1.3848,0.0000,12.1500,0.0000,13.5000,34.5026,7,"","","10.500:0.000:13.500|-4.200:0.000:12.618|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.874","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.6110,10,4,328,-16.0603,0.0500,-6.0946,41.7191,1.2891,0.0000,12.1500,0.0000,13.5000,34.3478,7,"","","10.500:0.000:13.500|-4.200:0.000:12.534|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.959","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.7181,10,4,329,-15.9533,0.0500,-5.9747,41.7191,1.3771,0.0000,12.1500,0.0000,13.5000,34.1915,7,"","","10.500:0.000:13.500|-4.200:0.000:12.448|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.045","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.8261,10,4,330,-15.8456,0.0500,-5.8538,41.7191,1.3250,0.0000,12.1500,0.0000,13.5000,34.0342,7,"","","10.500:0.000:13.500|-4.200:0.000:12.362|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.131","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
34.9338,10,4,331,-15.7381,0.0500,-5.7332,41.7191,2.0025,0.0000,12.1500,0.0000,13.5000,33.8772,7,"","","10.500:0.000:13.500|-4.200:0.000:12.275|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.217","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.0411,10,4,332,-15.6309,0.0500,-5.6131,41.7191,1.3138,0.0000,12.1500,0.0000,13.5000,33.7208,7,"","","10.500:0.000:13.500|-4.200:0.000:12.190|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.303","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.1487,10,4,333,-15.5235,0.0500,-5.4926,41.7191,1.3355,0.0000,12.1500,0.0000,13.5000,33.5640,7,"","","10.500:0.000:13.500|-4.200:0.000:12.103|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.389","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.2555,10,4,334,-15.4169,0.0500,-5.3730,41.7191,1.3046,0.0000,12.1500,0.0000,13.5000,33.4085,7,"","","10.500:0.000:13.500|-4.200:0.000:12.018|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.474","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.3567,10,4,335,-15.3159,0.0500,-5.2597,41.7191,1.3302,0.0000,12.1500,0.0000,13.5000,33.2611,7,"","","10.500:0.000:13.500|-4.200:0.000:11.937|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.555","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.4626,10,4,336,-15.2102,0.0500,-5.1412,41.7191,1.9859,0.0000,12.1500,0.0000,13.5000,33.1071,7,"","","10.500:0.000:13.500|-4.200:0.000:11.852|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.640","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.5702,10,4,337,-15.1028,0.0500,-5.0207,41.7191,1.3280,0.0000,12.1500,0.0000,13.5000,32.9505,7,"","","10.500:0.000:13.500|-4.200:0.000:11.766|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.726","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.6773,10,4,338,-14.9959,0.0500,-4.9008,41.7191,1.3018,0.0000,12.1500,0.0000,13.5000,32.7946,7,"","","10.500:0.000:13.500|-4.200:0.000:11.681|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.812","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.7834,10,4,339,-14.8900,0.0500,-4.7820,41.7191,1.9517,0.0000,12.1500,0.0000,13.5000,32.6404,7,"","","10.500:0.000:13.500|-4.200:0.000:11.596|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.819","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.8896,10,4,340,-14.7840,0.0500,-4.6631,41.7191,1.2909,0.0000,12.1500,0.0000,13.5000,32.4860,7,"","","10.500:0.000:13.500|-4.200:0.000:11.511|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.734","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
35.9974,10,4,341,-14.6764,0.0500,-4.5425,41.7191,1.3577,0.0000,12.1500,0.0000,13.5000,32.3294,7,"","","10.500:0.000:13.500|-4.200:0.000:11.425|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.648","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.1045,10,4,342,-14.5694,0.0500,-4.4224,41.7191,1.3618,0.0000,12.1500,0.0000,13.5000,32.1737,7,"","","10.500:0.000:13.500|-4.200:0.000:11.339|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.562","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.2064,10,4,343,-14.4678,0.0500,-4.3084,41.7191,1.5903,0.0000,12.1500,0.0000,13.5000,32.0257,7,"","","10.500:0.000:13.500|-4.200:0.000:11.257|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.481","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.3090,10,4,344,-14.3653,0.0500,-4.1935,41.7191,0.7140,0.0000,12.1500,0.0000,13.5000,31.8767,7,"","","10.500:0.000:13.500|-4.200:0.000:11.175|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.399","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.4159,10,4,345,-14.2586,0.0500,-4.0739,41.7191,1.3376,0.0000,12.1500,0.0000,13.5000,31.7216,7,"","","10.500:0.000:13.500|-4.200:0.000:11.090|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.313","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.5229,10,4,346,-14.1518,0.0500,-3.9540,41.7191,1.9767,0.0000,12.1500,0.0000,13.5000,31.5663,7,"","","10.500:0.000:13.500|-4.200:0.000:11.004|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.227","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.6286,10,4,347,-14.0463,0.0500,-3.8357,41.7191,1.2974,0.0000,12.1500,0.0000,13.5000,31.4129,7,"","","10.500:0.000:13.500|-4.200:0.000:10.920|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.143","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.7404,10,4,348,-13.9347,0.0500,-3.7105,41.7191,1.3241,0.0000,12.1500,0.0000,13.5000,31.2508,7,"","","10.500:0.000:13.500|-4.200:0.000:10.830|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:9.053","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.8411,10,4,349,-13.8342,0.0500,-3.5978,41.7191,1.4328,0.0000,12.1500,0.0000,13.5000,31.1049,7,"","","10.500:0.000:13.500|-4.200:0.000:10.750|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.973","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
36.9474,10,4,350,-13.7280,0.0500,-3.4787,41.7191,1.4694,0.0000,12.1500,0.0000,13.5000,30.9508,7,"","","10.500:0.000:13.500|-4.200:0.000:10.664|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.888","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.0506,10,4,351,-13.6250,0.0500,-3.3631,41.7191,1.4296,0.0000,12.1500,0.0000,13.5000,30.8012,7,"","","10.500:0.000:13.500|-4.200:0.000:10.582|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.805","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.1509,10,4,352,-13.5249,0.0500,-3.2509,41.7191,1.3050,0.0000,12.1500,0.0000,13.5000,30.6561,7,"","","10.500:0.000:13.500|-4.200:0.000:10.502|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.725","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.2520,10,4,353,-13.4240,0.0500,-3.1377,41.7191,1.3501,0.0000,12.1500,0.0000,13.5000,30.5097,7,"","","10.500:0.000:13.500|-4.200:0.000:10.421|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.644","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.3537,10,4,354,-13.3225,0.0500,-3.0239,41.7191,1.5679,0.0000,12.1500,0.0000,13.5000,30.3626,7,"","","10.500:0.000:13.500|-4.200:0.000:10.339|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.563","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.4613,10,4,355,-13.2150,0.0500,-2.9033,41.7191,1.3045,0.0004,12.1500,0.0000,13.5000,30.2069,7,"","","10.500:0.000:13.500|-4.200:0.000:10.253|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.477","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.5701,10,4,356,-13.1064,0.0500,-2.7815,41.7191,1.2795,0.0006,12.1500,0.0000,13.5000,30.0496,7,"","","10.500:0.000:13.500|-4.200:0.000:10.166|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.390","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.6776,10,4,357,-12.9992,0.0500,-2.6612,41.7191,1.3947,0.0000,12.1500,0.0000,13.5000,29.8943,7,"","","10.500:0.000:13.500|-4.200:0.000:10.080|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.304","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.7838,10,4,358,-12.8931,0.0500,-2.5422,41.7191,1.9454,0.0000,12.1500,0.0000,13.5000,29.7407,7,"","","10.500:0.000:13.500|-4.200:0.000:9.995|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.219","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.8862,10,4,359,-12.7909,0.0500,-2.4277,41.7191,1.3431,0.0000,12.1500,0.0000,13.5000,29.5930,7,"","","10.500:0.000:13.500|-4.200:0.000:9.913|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.137","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
37.9932,10,4,360,-12.6841,0.0500,-2.3078,41.7191,1.9903,0.0000,12.1500,0.0000,13.5000,29.4384,7,"","","10.500:0.000:13.500|-4.200:0.000:9.828|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:8.051","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.1008,10,4,361,-12.5774,0.0500,-2.1871,41.6578,1.4146,0.2050,12.1500,0.0000,13.5000,29.2837,7,"","","10.500:0.000:13.500|-4.200:0.000:9.742|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.965","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.2033,10,4,362,-12.4758,0.0500,-2.0727,41.6437,1.6084,-0.0092,12.1500,0.0000,13.5000,29.1366,7,"","","10.500:0.000:13.500|-4.200:0.000:9.660|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.883","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.3095,10,4,363,-12.3703,0.0500,-1.9540,41.6372,1.3263,0.1089,12.1500,0.0000,13.5000,28.9840,7,"","","10.500:0.000:13.500|-4.200:0.000:9.575|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.798","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.4122,10,4,364,-12.2684,0.0500,-1.8393,41.6402,1.2894,-0.0565,12.1500,0.0000,13.5000,28.8367,7,"","","10.500:0.000:13.500|-4.200:0.000:9.493|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.716","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.5126,10,4,365,-12.1687,0.0500,-1.7273,41.6507,1.3167,-0.0259,12.1500,0.0000,13.5000,28.6927,7,"","","10.500:0.000:13.500|-4.200:0.000:9.412|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.636","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.6145,10,4,366,-12.0673,0.0500,-1.6135,41.6619,1.9997,0.2800,12.1500,0.0000,13.5000,28.5465,7,"","","10.500:0.000:13.500|-4.200:0.000:9.331|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.554","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.7201,10,4,367,-11.9622,0.0500,-1.4958,41.6861,1.2976,0.2729,12.1500,0.0000,13.5000,28.3950,7,"","","10.500:0.000:13.500|-4.200:0.000:9.246|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.470","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.8260,10,4,368,-11.8567,0.0500,-1.3777,41.7144,1.3221,0.1354,12.1500,0.0000,13.5000,28.2430,7,"","","10.500:0.000:13.500|-4.200:0.000:9.162|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.385","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
38.9277,10,4,369,-11.7550,0.0500,-1.2645,41.7661,1.3721,0.4629,12.1500,0.0000,13.5000,28.0970,7,"","","10.500:0.000:13.500|-4.200:0.000:9.080|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.304","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
39.0359,10,4,370,-11.6456,0.0500,-1.1453,42.0308,1.3192,4.2044,12.1500,0.0000,13.5000,27.9413,7,"","","10.500:0.000:13.500|-4.200:0.000:8.994|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.217","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
39.1413,10,4,371,-11.5337,0.0500,-1.0335,42.7323,1.4736,6.1234,12.1500,0.0000,13.5000,27.7875,7,"","","10.500:0.000:13.500|-4.200:0.000:8.909|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.133","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
39.2435,10,4,372,-11.4252,0.0500,-0.9251,43.2561,1.6095,5.1933,12.1500,0.0000,13.5000,27.6383,7,"","","10.500:0.000:13.500|-4.200:0.000:8.828|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:7.051","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
39.3456,10,4,373,-11.3166,0.0500,-0.8175,43.8329,1.3886,3.5145,12.1500,0.0000,13.5000,27.4896,7,"","","10.500:0.000:13.500|-4.200:0.000:8.746|-11.540:0.000:-14.834|11.410:0.000:-4.568|8.400:0.000:6.969","0.000:0.000:0.000|0.000:0.000:-0.800|0.000:0.000:0.000|0.000:0.000:0.000|0.000:0.000:-0.800","-10.500:0.000:13.500|-11.849:0.000:11.406","0.000:0.000:0.000|0.000:0.000:0.000",False,False,Moving,60.00,40.00,3.00,MultiAgentTraffic
