timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
15.1405,4,4,148,0.7769,3.6190,0.7769,3.5362,180,7,"Human(Clone):-4.17:-0.03:-1.38|Human(Clone):-8.38:-0.03:-8.32|Parcel_1_R1_to_PD1:-9.20:0.44:-10.52|Human(Clone):4.19:-0.01:1.37|Forklift(Clone):-0.49:0.01:3.44|MovableObstacle(Clone):-0.03:0.00:4.51|Human(Clone):-21.99:0.00:5.64",-0.1829,0.0308,-0.0747,0.0302,-0.0429,-0.0276,0.0326,0.0310,1.4305,1.3627,-9.6283,-17.5672,13.5065,1.3966,False,False,"Parcel_1","-9.211:0.429:-10.549","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-8.300|H2:-4.200:0.000:-1.389|H3:-22.000:0.000:5.596|H4:4.200:0.000:1.389|H5:8.400:0.000:-2.111","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:4.029","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-8.300","0.000:0.000:0.800","-4.200:0.000:-1.389","0.000:0.000:0.800","-22.000:0.000:5.596","0.000:0.000:-0.800","4.200:0.000:1.389","0.000:0.000:-0.800","8.400:0.000:-2.111","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:4.029","0.000:0.000:-1.300",99.657,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.2420,4,4,149,0.7522,3.4585,0.7858,3.5586,180,7,"Human(Clone):-4.19:0.02:-1.34|Human(Clone):-8.40:0.00:-8.27|Parcel_1_R1_to_PD1:-9.23:0.41:-10.46|Human(Clone):4.21:0.01:1.35|Forklift(Clone):-0.54:0.00:3.41|MovableObstacle(Clone):0.03:0.02:4.52|Human(Clone):-21.97:-0.01:5.53",-0.2012,-0.0043,-0.0325,0.0026,-0.0460,0.0206,0.0363,0.0281,1.6171,1.2502,-9.5728,-17.3906,18.8568,1.4337,False,False,"Parcel_1","-9.253:0.429:-10.402","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-8.219|H2:-4.200:0.000:-1.308|H3:-22.000:0.000:5.514|H4:4.200:0.000:1.308|H5:8.400:0.000:-2.192","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.897","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-8.219","0.000:0.000:0.800","-4.200:0.000:-1.308","0.000:0.000:0.800","-22.000:0.000:5.514","0.000:0.000:-0.800","4.200:0.000:1.308","0.000:0.000:-0.800","8.400:0.000:-2.192","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.897","0.000:0.000:-1.300",99.652,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.3421,4,4,150,0.7053,3.3301,0.7304,3.5783,180,7,"Human(Clone):-4.22:0.01:-1.26|Human(Clone):-8.39:-0.01:-8.17|Parcel_1_R1_to_PD1:-9.26:0.42:-10.30|Human(Clone):4.22:-0.03:1.22|Forklift(Clone):-0.49:0.00:3.43|MovableObstacle(Clone):0.00:-0.01:4.48|Human(Clone):-22.02:0.02:5.45",-0.0987,-0.0626,-0.0957,-0.0078,-0.0085,-0.0144,0.0425,0.0351,1.9069,1.5753,-9.5469,-17.2628,9.6234,1.7411,False,False,"Parcel_1","-9.294:0.429:-10.258","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-8.139|H2:-4.200:0.000:-1.228|H3:-22.000:0.000:5.434|H4:4.200:0.000:1.228|H5:8.400:0.000:-2.272","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.767","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-8.139","0.000:0.000:0.800","-4.200:0.000:-1.228","0.000:0.000:0.800","-22.000:0.000:5.434","0.000:0.000:-0.800","4.200:0.000:1.228","0.000:0.000:-0.800","8.400:0.000:-2.272","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.767","0.000:0.000:-1.300",99.648,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.4442,4,4,151,0.6711,3.1455,0.7487,3.6717,180,7,"Human(Clone):-4.20:-0.03:-1.20|Human(Clone):-8.41:0.02:-8.05|Parcel_1_R1_to_PD1:-9.28:0.45:-10.17|Human(Clone):4.20:-0.01:1.14|Forklift(Clone):-0.55:-0.02:3.42|MovableObstacle(Clone):0.03:-0.01:4.49|Human(Clone):-22.00:-0.03:5.38",0.0134,-0.0269,-0.0115,0.0403,-0.0010,0.0092,0.0336,0.0332,1.4877,1.4666,-9.5259,-17.0999,7.0094,1.4772,False,False,"Parcel_1","-9.336:0.429:-10.111","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-8.057|H2:-4.200:0.000:-1.146|H3:-22.000:0.000:5.353|H4:4.200:0.000:1.146|H5:8.400:0.000:-2.354","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.634","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-8.057","0.000:0.000:0.800","-4.200:0.000:-1.146","0.000:0.000:0.800","-22.000:0.000:5.353","0.000:0.000:-0.800","4.200:0.000:1.146","0.000:0.000:-0.800","8.400:0.000:-2.354","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.634","0.000:0.000:-1.300",99.643,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.5448,4,4,152,0.5950,3.0145,0.6547,3.6969,180,7,"Human(Clone):-4.17:0.01:-1.10|Human(Clone):-8.43:-0.01:-7.97|Parcel_1_R1_to_PD1:-9.40:0.47:-9.97|Human(Clone):4.19:0.03:1.09|Forklift(Clone):-0.49:0.01:3.39|MovableObstacle(Clone):0.01:-0.02:4.50|Human(Clone):-21.99:-0.02:5.24",-0.0954,-0.0650,-0.0609,0.0238,0.0068,-0.0348,0.0292,0.0328,1.2853,1.4439,-9.4809,-16.9394,20.6873,1.3646,False,False,"Parcel_1","-9.378:0.429:-9.966","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.977|H2:-4.200:0.000:-1.066|H3:-22.000:0.000:5.272|H4:4.200:0.000:1.066|H5:8.400:0.000:-2.434","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.503","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.977","0.000:0.000:0.800","-4.200:0.000:-1.066","0.000:0.000:0.800","-22.000:0.000:5.272","0.000:0.000:-0.800","4.200:0.000:1.066","0.000:0.000:-0.800","8.400:0.000:-2.434","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.503","0.000:0.000:-1.300",99.638,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.6480,4,4,153,0.6444,2.8567,0.8731,3.7189,180,7,"Human(Clone):-4.20:-0.02:-1.01|Human(Clone):-8.41:0.04:-7.91|Parcel_1_R1_to_PD1:-9.40:0.40:-9.87|Human(Clone):4.17:0.01:1.00|Forklift(Clone):-0.50:-0.05:3.40|MovableObstacle(Clone):0.02:-0.02:4.51|Human(Clone):-22.03:0.00:5.26",-0.0456,-0.0066,-0.0700,0.0098,-0.0398,-0.0044,0.0454,0.0302,2.0498,1.3637,-9.4308,-16.8123,19.0937,1.7068,False,False,"Parcel_1","-9.421:0.429:-9.818","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.894|H2:-4.200:0.000:-0.983|H3:-22.000:0.000:5.190|H4:4.200:0.000:0.983|H5:8.400:0.000:-2.517","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.369","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.894","0.000:0.000:0.800","-4.200:0.000:-0.983","0.000:0.000:0.800","-22.000:0.000:5.190","0.000:0.000:-0.800","4.200:0.000:0.983","0.000:0.000:-0.800","8.400:0.000:-2.517","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.369","0.000:0.000:-1.300",99.634,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.7490,4,4,154,0.6565,2.7390,1.3856,3.7590,180,7,"Human(Clone):-4.18:-0.01:-0.94|Human(Clone):-8.40:-0.05:-7.81|Parcel_1_R1_to_PD1:-9.45:0.41:-9.67|Human(Clone):4.21:-0.01:0.90|Forklift(Clone):-0.51:0.02:3.40|MovableObstacle(Clone):0.01:0.00:4.48|Human(Clone):-22.02:-0.02:5.10",0.0082,-0.1099,-0.0012,-0.0044,0.0014,0.0050,0.0165,0.0518,0.7829,2.4526,-9.3856,-16.6632,18.5343,1.6178,False,False,"Parcel_1","-9.464:0.429:-9.672","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.813|H2:-4.200:0.000:-0.902|H3:-22.000:0.000:5.109|H4:4.200:0.000:0.902|H5:8.400:0.000:-2.598","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.237","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.813","0.000:0.000:0.800","-4.200:0.000:-0.902","0.000:0.000:0.800","-22.000:0.000:5.109","0.000:0.000:-0.800","4.200:0.000:0.902","0.000:0.000:-0.800","8.400:0.000:-2.598","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.237","0.000:0.000:-1.300",99.629,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.8516,4,4,155,0.7123,2.5632,10.0000,3.8088,180,7,"Human(Clone):-4.18:-0.01:-0.87|Human(Clone):-8.41:-0.02:-7.72|Parcel_1_R1_to_PD1:-9.49:0.43:-9.55|Human(Clone):4.20:0.00:0.85|Forklift(Clone):-0.54:-0.04:3.41|MovableObstacle(Clone):0.01:0.00:4.51|Human(Clone):-22.03:-0.04:5.04",0.0176,0.0009,-0.1049,0.0093,-0.0149,0.0220,0.0352,0.0297,1.5526,1.3100,-9.3316,-16.5026,17.2385,1.4313,False,False,"Parcel_1","-9.509:0.429:-9.525","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.731|H2:-4.200:0.000:-0.820|H3:-22.000:0.000:5.027|H4:4.200:0.000:0.820|H5:8.400:0.000:-2.680","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:3.104","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.731","0.000:0.000:0.800","-4.200:0.000:-0.820","0.000:0.000:0.800","-22.000:0.000:5.027","0.000:0.000:-0.800","4.200:0.000:0.820","0.000:0.000:-0.800","8.400:0.000:-2.680","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:3.104","0.000:0.000:-1.300",99.625,"Nominal",0.000,1,"NavigateToDestination:Forward"
15.9518,4,4,156,0.7979,2.4293,10.0000,3.8813,180,7,"Human(Clone):-4.24:-0.01:-0.83|Human(Clone):-8.43:0.01:-7.69|Parcel_1_R1_to_PD1:-9.48:0.43:-9.46|Human(Clone):4.19:-0.04:0.79|Forklift(Clone):-0.50:-0.04:3.39|MovableObstacle(Clone):-0.02:0.00:4.53|Human(Clone):-22.01:0.01:4.98",-0.3505,-0.0395,-0.0200,0.0036,-0.0942,0.0064,0.0393,0.0208,1.8103,0.9578,-9.2847,-16.3570,15.8690,1.3840,False,False,"Parcel_1","-9.556:0.429:-9.382","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.651|H2:-4.200:0.000:-0.740|H3:-22.000:0.000:4.946|H4:4.200:0.000:0.740|H5:8.400:0.000:-2.760","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.974","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.651","0.000:0.000:0.800","-4.200:0.000:-0.740","0.000:0.000:0.800","-22.000:0.000:4.946","0.000:0.000:-0.800","4.200:0.000:0.740","0.000:0.000:-0.800","8.400:0.000:-2.760","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.974","0.000:0.000:-1.300",99.620,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.0527,4,4,157,0.8590,2.4029,9.9927,4.0641,180,6,"Human(Clone):-4.23:-0.04:-0.69|Human(Clone):-8.36:0.00:-7.57|Parcel_1_R1_to_PD1:-9.64:0.44:-9.28|Forklift(Clone):-0.48:0.02:3.39|MovableObstacle(Clone):0.00:-0.04:4.50|Human(Clone):-21.97:0.00:4.93",-6.5024,-0.0174,-4.4673,-0.0159,-1.0795,0.0254,0.0309,0.0359,1.3853,1.6095,-9.2275,-16.1967,19.1636,1.4974,False,False,"Parcel_1","-9.682:0.429:-9.274","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.570|H2:-4.200:0.000:-0.659|H3:-22.000:0.000:4.866|H4:4.200:0.000:0.659|H5:8.400:0.000:-2.841","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.843","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.570","0.000:0.000:0.800","-4.200:0.000:-0.659","0.000:0.000:0.800","-22.000:0.000:4.866","0.000:0.000:-0.800","4.200:0.000:0.659","0.000:0.000:-0.800","8.400:0.000:-2.841","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.843","0.000:0.000:-1.300",99.616,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.1543,4,4,158,0.9179,2.3845,10.0000,4.4559,180,6,"Human(Clone):-4.22:0.00:-0.61|Human(Clone):-8.38:-0.03:-7.56|Parcel_1_R1_to_PD1:-9.74:0.44:-9.25|Forklift(Clone):-0.55:-0.03:3.39|MovableObstacle(Clone):0.03:0.00:4.50|Human(Clone):-21.99:-0.05:4.82",-0.1832,-0.0400,-0.1941,0.0305,-1.0741,0.0113,0.0333,0.0398,1.5965,1.9101,-9.2012,-16.0710,10.3185,1.7533,False,False,"Parcel_1","-9.889:0.429:-9.214","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.489|H2:-4.200:0.000:-0.578|H3:-22.000:0.000:4.785|H4:4.200:0.000:0.578|H5:8.400:0.000:-2.922","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.711","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.489","0.000:0.000:0.800","-4.200:0.000:-0.578","0.000:0.000:0.800","-22.000:0.000:4.785","0.000:0.000:-0.800","4.200:0.000:0.578","0.000:0.000:-0.800","8.400:0.000:-2.922","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.711","0.000:0.000:-1.300",99.611,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.2551,4,4,159,0.9415,2.3767,10.0000,3.9198,180,6,"Human(Clone):-4.23:0.03:-0.53|Human(Clone):-8.41:0.01:-7.47|Parcel_1_R1_to_PD1:-10.02:0.42:-9.14|Forklift(Clone):-0.51:-0.04:3.43|MovableObstacle(Clone):-0.02:0.03:4.47|Human(Clone):-22.01:0.01:4.71",-0.0065,-0.0290,0.1387,-0.0154,-0.8518,0.0247,0.0381,0.0379,1.8519,1.8437,-9.1843,-15.9030,4.8419,1.8478,False,False,"Parcel_1","-10.072:0.429:-9.155","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.408|H2:-4.200:0.000:-0.498|H3:-22.000:0.000:4.704|H4:4.200:0.000:0.498|H5:8.400:0.000:-3.002","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.580","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.408","0.000:0.000:0.800","-4.200:0.000:-0.498","0.000:0.000:0.800","-22.000:0.000:4.704","0.000:0.000:-0.800","4.200:0.000:0.498","0.000:0.000:-0.800","8.400:0.000:-3.002","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.580","0.000:0.000:-1.300",99.607,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.3557,4,4,160,0.9649,10.0000,10.0000,3.9126,180,5,"Human(Clone):-4.24:0.01:-0.46|Human(Clone):-8.38:-0.04:-7.38|Parcel_1_R1_to_PD1:-10.16:0.46:-9.13|Forklift(Clone):-0.55:0.03:3.41|Human(Clone):-21.99:0.00:4.68",-2.7452,0.1254,-7.8630,0.0538,-1.4908,-0.0232,0.0358,0.0307,1.7330,1.4858,-9.1869,-15.7477,-3.5305,1.6094,False,False,"Parcel_1","-10.273:0.429:-9.136","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.328|H2:-4.200:0.000:-0.417|H3:-22.000:0.000:4.623|H4:4.200:0.000:0.417|H5:8.400:0.000:-3.083","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.449","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.328","0.000:0.000:0.800","-4.200:0.000:-0.417","0.000:0.000:0.800","-22.000:0.000:4.623","0.000:0.000:-0.800","4.200:0.000:0.417","0.000:0.000:-0.800","8.400:0.000:-3.083","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.449","0.000:0.000:-1.300",99.602,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.4564,4,4,161,0.9200,9.9817,1.3283,2.4578,180,2,"Parcel_1_R1_to_PD1:-10.44:0.46:-9.18|Human(Clone):-22.03:-0.01:4.54",-0.2682,-0.0910,-0.8692,0.0106,-1.5531,0.0272,0.0446,0.0147,2.0893,0.6898,-9.2037,-15.6207,-11.7319,1.3896,False,False,"Parcel_1","-10.517:0.429:-9.217","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.247|H2:-4.200:0.000:-0.336|H3:-22.000:0.000:4.543|H4:4.200:0.000:0.336|H5:8.400:0.000:-3.164","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.318","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.247","0.000:0.000:0.800","-4.200:0.000:-0.336","0.000:0.000:0.800","-22.000:0.000:4.543","0.000:0.000:-0.800","4.200:0.000:0.336","0.000:0.000:-0.800","8.400:0.000:-3.164","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.318","0.000:0.000:-1.300",99.597,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.5591,4,4,162,0.8957,10.0000,1.1047,2.7174,180,2,"Parcel_1_R1_to_PD1:-10.60:0.43:-9.30|Human(Clone):-22.02:0.00:4.52",0.0862,-0.0114,-0.0959,0.0207,-1.5685,-0.0109,0.0488,0.0140,2.2658,0.6499,-9.2413,-15.4786,-20.2286,1.4578,False,False,"Parcel_1","-10.753:0.429:-9.324","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.165|H2:-4.200:0.000:-0.254|H3:-22.000:0.000:4.461|H4:4.200:0.000:0.254|H5:8.400:0.000:-3.246","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.184","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.165","0.000:0.000:0.800","-4.200:0.000:-0.254","0.000:0.000:0.800","-22.000:0.000:4.461","0.000:0.000:-0.800","4.200:0.000:0.254","0.000:0.000:-0.800","8.400:0.000:-3.246","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.184","0.000:0.000:-1.300",99.593,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.6607,4,4,163,0.8412,10.0000,0.9913,8.4641,180,2,"Parcel_1_R1_to_PD1:-10.91:0.42:-9.42|Human(Clone):-22.01:0.02:4.40",0.0133,0.0160,0.0154,0.0059,-1.2083,0.0017,0.0322,0.0305,1.5941,1.5127,-9.3087,-15.3206,-24.5570,1.5534,False,False,"Parcel_1","-10.961:0.429:-9.425","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.084|H2:-4.200:0.000:-0.173|H3:-22.000:0.000:4.379|H4:4.200:0.000:0.173|H5:8.400:0.000:-3.327","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:2.052","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.084","0.000:0.000:0.800","-4.200:0.000:-0.173","0.000:0.000:0.800","-22.000:0.000:4.379","0.000:0.000:-0.800","4.200:0.000:0.173","0.000:0.000:-0.800","8.400:0.000:-3.327","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:2.052","0.000:0.000:-1.300",99.588,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.7623,4,4,164,0.8054,9.9969,0.8863,2.3321,180,2,"Parcel_1_R1_to_PD1:-11.05:0.42:-9.42|Human(Clone):-22.01:-0.02:4.32",-0.0370,0.0561,-0.0200,0.0256,-0.9227,0.0211,0.0332,0.0382,1.5589,1.7917,-9.3847,-15.1748,-28.5266,1.6753,False,False,"Parcel_1","-11.147:0.429:-9.508","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-7.003|H2:-4.200:0.000:-0.092|H3:-22.000:0.000:4.298|H4:4.200:0.000:0.092|H5:8.400:0.000:-3.408","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:1.920","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-7.003","0.000:0.000:0.800","-4.200:0.000:-0.092","0.000:0.000:0.800","-22.000:0.000:4.298","0.000:0.000:-0.800","4.200:0.000:0.092","0.000:0.000:-0.800","8.400:0.000:-3.408","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:1.920","0.000:0.000:-1.300",99.584,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.8636,4,4,165,0.7768,9.9885,0.8097,2.2933,180,2,"Parcel_1_R1_to_PD1:-11.29:0.40:-9.55|Human(Clone):-22.01:-0.01:4.21",-0.0644,-0.0126,-0.0308,-0.0336,-0.7998,0.0100,0.0240,0.0226,1.1181,1.0492,-9.4408,-15.0730,-28.8033,1.0836,False,False,"Parcel_1","-11.319:0.429:-9.574","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-6.922|H2:-4.200:0.000:-0.011|H3:-22.000:0.000:4.217|H4:4.200:0.000:0.011|H5:8.400:0.000:-3.489","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:1.788","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-6.922","0.000:0.000:0.800","-4.200:0.000:-0.011","0.000:0.000:0.800","-22.000:0.000:4.217","0.000:0.000:-0.800","4.200:0.000:0.011","0.000:0.000:-0.800","8.400:0.000:-3.489","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:1.788","0.000:0.000:-1.300",99.579,"Nominal",0.000,1,"NavigateToDestination:Forward"
16.9643,4,4,166,0.7582,9.9532,9.9618,2.2876,180,2,"Parcel_1_R1_to_PD1:-11.41:0.45:-9.64|Human(Clone):-22.00:0.04:4.20",0.0603,-0.0545,0.0164,-0.0170,-0.5783,0.0051,0.0292,0.0210,1.3011,0.9390,-9.5182,-14.9327,-30.2891,1.1201,False,False,"Parcel_1","-11.481:0.429:-9.628","R1","PD1",3.000,True,True,True,True,True,True,"H1:-8.400:0.000:-6.841|H2:-4.200:0.000:0.070|H3:-22.000:0.000:4.137|H4:4.200:0.000:-0.070|H5:8.400:0.000:-3.570","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-0.515:0.000:3.399|F2:20.000:0.000:1.658","F1:0.000:0.000:0.000|F2:0.000:0.000:-1.300","-8.400:0.000:-6.841","0.000:0.000:0.800","-4.200:0.000:0.070","0.000:0.000:0.800","-22.000:0.000:4.137","0.000:0.000:-0.800","4.200:0.000:-0.070","0.000:0.000:-0.800","8.400:0.000:-3.570","0.000:0.000:-0.800","-0.515:0.000:3.399","0.000:0.000:0.000","20.000:0.000:1.658","0.000:0.000:-1.300",99.575,"Nominal",0.000,1,"NavigateToDestination:Forward"
