timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
2.4342,9,9,24,4.9187,10.0000,10.0000,5.0758,180,0,"",0.0361,0.0032,0.0170,0.0083,0.0359,-0.0178,0.0279,0.0546,1.2490,2.4467,-21.9841,-14.1466,134.5073,1.8478,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.055|H2:-4.200:0.000:-11.555|H3:-22.000:0.000:-4.055|H4:4.200:0.000:11.555|H5:8.400:0.000:8.055","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.339|F2:20.000:0.000:-4.839","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.055","0.000:0.000:0.800","-4.200:0.000:-11.555","0.000:0.000:0.800","-22.000:0.000:-4.055","0.000:0.000:0.800","4.200:0.000:11.555","0.000:0.000:-0.800","8.400:0.000:8.055","0.000:0.000:-0.800","0.000:0.000:-10.339","0.000:0.000:1.300","20.000:0.000:-4.839","0.000:0.000:1.300",99.951,"Degraded",0.000,1,"NavigateToSource:Forward"
2.5353,9,9,25,4.8228,9.9806,9.9086,5.0068,180,0,"",-0.0081,-0.0699,0.0478,-0.0162,0.0077,-0.0175,0.0294,0.0452,1.2958,1.9939,-21.8682,-14.2569,133.6990,1.6449,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.974|H2:-4.200:0.000:-11.474|H3:-22.000:0.000:-3.974|H4:4.200:0.000:11.474|H5:8.400:0.000:7.974","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.207|F2:20.000:0.000:-4.707","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.974","0.000:0.000:0.800","-4.200:0.000:-11.474","0.000:0.000:0.800","-22.000:0.000:-3.974","0.000:0.000:0.800","4.200:0.000:11.474","0.000:0.000:-0.800","8.400:0.000:7.974","0.000:0.000:-0.800","0.000:0.000:-10.207","0.000:0.000:1.300","20.000:0.000:-4.707","0.000:0.000:1.300",99.949,"Degraded",0.000,1,"NavigateToSource:Forward"
2.6362,9,9,26,4.8476,10.0000,9.9986,5.0710,180,0,"",-0.0729,-0.0970,-0.0636,-0.0032,0.0252,-0.0398,0.0409,0.0293,1.8138,1.2968,-21.7398,-14.3782,133.8167,1.5553,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.893|H2:-4.200:0.000:-11.393|H3:-22.000:0.000:-3.893|H4:4.200:0.000:11.393|H5:8.400:0.000:7.893","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.076|F2:20.000:0.000:-4.576","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.893","0.000:0.000:0.800","-4.200:0.000:-11.393","0.000:0.000:0.800","-22.000:0.000:-3.893","0.000:0.000:0.800","4.200:0.000:11.393","0.000:0.000:-0.800","8.400:0.000:7.893","0.000:0.000:-0.800","0.000:0.000:-10.076","0.000:0.000:1.300","20.000:0.000:-4.576","0.000:0.000:1.300",99.947,"Degraded",0.000,1,"NavigateToSource:Forward"
2.7375,9,9,27,4.7878,9.9192,10.0000,4.9081,180,0,"",-0.0651,0.0042,0.0263,0.0086,0.0154,0.0194,0.0273,0.0144,1.2051,0.6340,-21.6386,-14.4651,127.3918,0.9195,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.812|H2:-4.200:0.000:-11.312|H3:-22.000:0.000:-3.812|H4:4.200:0.000:11.312|H5:8.400:0.000:7.812","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.945|F2:20.000:0.000:-4.445","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.812","0.000:0.000:0.800","-4.200:0.000:-11.312","0.000:0.000:0.800","-22.000:0.000:-3.812","0.000:0.000:0.800","4.200:0.000:11.312","0.000:0.000:-0.800","8.400:0.000:7.812","0.000:0.000:-0.800","0.000:0.000:-9.945","0.000:0.000:1.300","20.000:0.000:-4.445","0.000:0.000:1.300",99.945,"Degraded",0.000,1,"NavigateToSource:Forward"
2.8391,9,9,28,4.7854,10.0000,10.0000,4.9385,180,0,"",-0.0219,-0.0333,0.0459,-0.0189,-0.0348,0.0120,0.0295,0.0316,1.3046,1.3971,-21.5093,-14.5649,128.7946,1.3508,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.731|H2:-4.200:0.000:-11.231|H3:-22.000:0.000:-3.731|H4:4.200:0.000:11.231|H5:8.400:0.000:7.731","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.813|F2:20.000:0.000:-4.313","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.731","0.000:0.000:0.800","-4.200:0.000:-11.231","0.000:0.000:0.800","-22.000:0.000:-3.731","0.000:0.000:0.800","4.200:0.000:11.231","0.000:0.000:-0.800","8.400:0.000:7.731","0.000:0.000:-0.800","0.000:0.000:-9.813","0.000:0.000:1.300","20.000:0.000:-4.313","0.000:0.000:1.300",99.943,"Degraded",0.000,1,"NavigateToSource:Forward"
2.9417,9,9,29,4.7124,9.9821,10.0000,4.9465,180,0,"",0.0971,0.0332,0.0485,0.0000,0.0192,-0.0057,0.0466,0.0392,2.2459,1.8862,-21.3717,-14.6681,126.5684,2.0660,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.649|H2:-4.200:0.000:-11.149|H3:-22.000:0.000:-3.649|H4:4.200:0.000:11.149|H5:8.400:0.000:7.649","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.679|F2:20.000:0.000:-4.179","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.649","0.000:0.000:0.800","-4.200:0.000:-11.149","0.000:0.000:0.800","-22.000:0.000:-3.649","0.000:0.000:0.800","4.200:0.000:11.149","0.000:0.000:-0.800","8.400:0.000:7.649","0.000:0.000:-0.800","0.000:0.000:-9.679","0.000:0.000:1.300","20.000:0.000:-4.179","0.000:0.000:1.300",99.941,"Degraded",0.000,1,"NavigateToSource:Forward"
3.0419,9,9,30,4.6860,9.9948,9.9229,4.8834,180,0,"",-0.0005,0.0358,-0.0351,-0.0040,0.0212,0.0333,0.0397,0.0315,1.7930,1.4198,-21.2322,-14.7729,127.2917,1.6064,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.569|H2:-4.200:0.000:-11.069|H3:-22.000:0.000:-3.569|H4:4.200:0.000:11.069|H5:8.400:0.000:7.569","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.549|F2:20.000:0.000:-4.049","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.569","0.000:0.000:0.800","-4.200:0.000:-11.069","0.000:0.000:0.800","-22.000:0.000:-3.569","0.000:0.000:0.800","4.200:0.000:11.069","0.000:0.000:-0.800","8.400:0.000:7.569","0.000:0.000:-0.800","0.000:0.000:-9.549","0.000:0.000:1.300","20.000:0.000:-4.049","0.000:0.000:1.300",99.939,"Degraded",0.000,1,"NavigateToSource:Forward"
3.1430,9,9,31,4.6435,10.0000,10.0000,4.7173,180,0,"",-0.0262,-0.0250,-0.0600,-0.0215,-0.0094,-0.0244,0.0313,0.0430,1.4500,1.9946,-21.1333,-14.8444,127.2656,1.7223,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.488|H2:-4.200:0.000:-10.988|H3:-22.000:0.000:-3.488|H4:4.200:0.000:10.988|H5:8.400:0.000:7.488","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.417|F2:20.000:0.000:-3.917","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.488","0.000:0.000:0.800","-4.200:0.000:-10.988","0.000:0.000:0.800","-22.000:0.000:-3.488","0.000:0.000:0.800","4.200:0.000:10.988","0.000:0.000:-0.800","8.400:0.000:7.488","0.000:0.000:-0.800","0.000:0.000:-9.417","0.000:0.000:1.300","20.000:0.000:-3.917","0.000:0.000:1.300",99.937,"Degraded",0.000,1,"NavigateToSource:Forward"
3.2437,9,9,32,4.6242,10.0000,9.9277,4.7479,180,0,"",-0.0002,-0.0073,0.0992,0.0159,0.0166,0.0041,0.0241,0.0456,1.1066,2.0920,-21.0100,-14.9426,131.2432,1.5993,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.407|H2:-4.200:0.000:-10.907|H3:-22.000:0.000:-3.407|H4:4.200:0.000:10.907|H5:8.400:0.000:7.407","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.286|F2:20.000:0.000:-3.786","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.407","0.000:0.000:0.800","-4.200:0.000:-10.907","0.000:0.000:0.800","-22.000:0.000:-3.407","0.000:0.000:0.800","4.200:0.000:10.907","0.000:0.000:-0.800","8.400:0.000:7.407","0.000:0.000:-0.800","0.000:0.000:-9.286","0.000:0.000:1.300","20.000:0.000:-3.786","0.000:0.000:1.300",99.935,"Degraded",0.000,1,"NavigateToSource:Forward"
3.3462,9,9,33,4.5916,9.9786,9.9503,4.7956,180,0,"",0.0691,-0.0223,0.0428,0.0213,0.0151,-0.0104,0.0329,0.0276,1.6417,1.3775,-20.9095,-15.0452,135.8135,1.5096,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.325|H2:-4.200:0.000:-10.825|H3:-22.000:0.000:-3.325|H4:4.200:0.000:10.825|H5:8.400:0.000:7.325","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.153|F2:20.000:0.000:-3.653","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.325","0.000:0.000:0.800","-4.200:0.000:-10.825","0.000:0.000:0.800","-22.000:0.000:-3.325","0.000:0.000:0.800","4.200:0.000:10.825","0.000:0.000:-0.800","8.400:0.000:7.325","0.000:0.000:-0.800","0.000:0.000:-9.153","0.000:0.000:1.300","20.000:0.000:-3.653","0.000:0.000:1.300",99.933,"Degraded",0.000,1,"NavigateToSource:Forward"
3.4481,9,9,34,4.5414,9.8627,9.9473,4.6287,180,0,"",0.0717,-0.0492,-0.0136,-0.0303,-0.0134,-0.0212,0.0281,0.0271,1.2669,1.2209,-20.8204,-15.1378,135.3841,1.2439,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.244|H2:-4.200:0.000:-10.744|H3:-22.000:0.000:-3.244|H4:4.200:0.000:10.744|H5:8.400:0.000:7.244","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.021|F2:20.000:0.000:-3.521","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.244","0.000:0.000:0.800","-4.200:0.000:-10.744","0.000:0.000:0.800","-22.000:0.000:-3.244","0.000:0.000:0.800","4.200:0.000:10.744","0.000:0.000:-0.800","8.400:0.000:7.244","0.000:0.000:-0.800","0.000:0.000:-9.021","0.000:0.000:1.300","20.000:0.000:-3.521","0.000:0.000:1.300",99.931,"Degraded",0.000,1,"NavigateToSource:Forward"
3.5498,9,9,35,4.5141,9.9752,10.0000,4.6779,180,0,"",-0.0556,-0.0189,-0.0219,-0.0027,0.0445,-0.0160,0.0227,0.0224,1.0065,0.9891,-20.7229,-15.2477,140.2506,0.9978,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.162|H2:-4.200:0.000:-10.662|H3:-22.000:0.000:-3.162|H4:4.200:0.000:10.662|H5:8.400:0.000:7.162","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.889|F2:20.000:0.000:-3.389","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.162","0.000:0.000:0.800","-4.200:0.000:-10.662","0.000:0.000:0.800","-22.000:0.000:-3.162","0.000:0.000:0.800","4.200:0.000:10.662","0.000:0.000:-0.800","8.400:0.000:7.162","0.000:0.000:-0.800","0.000:0.000:-8.889","0.000:0.000:1.300","20.000:0.000:-3.389","0.000:0.000:1.300",99.929,"Degraded",0.000,1,"NavigateToSource:Forward"
3.6518,9,9,36,4.4964,9.9673,10.0000,4.7393,180,0,"",0.0430,-0.1408,0.0025,-0.0222,-0.0097,0.0022,0.0300,0.0333,1.3193,1.4643,-20.6451,-15.3633,147.3177,1.3918,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.081|H2:-4.200:0.000:-10.581|H3:-22.000:0.000:-3.081|H4:4.200:0.000:10.581|H5:8.400:0.000:7.081","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.756|F2:20.000:0.000:-3.256","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.081","0.000:0.000:0.800","-4.200:0.000:-10.581","0.000:0.000:0.800","-22.000:0.000:-3.081","0.000:0.000:0.800","4.200:0.000:10.581","0.000:0.000:-0.800","8.400:0.000:7.081","0.000:0.000:-0.800","0.000:0.000:-8.756","0.000:0.000:1.300","20.000:0.000:-3.256","0.000:0.000:1.300",99.927,"Degraded",0.000,1,"NavigateToSource:Forward"
3.7537,9,9,37,4.4757,9.9225,9.9831,4.6382,180,0,"",-0.0755,0.0077,-0.0131,0.0035,-0.0136,-0.0115,0.0433,0.0206,1.9299,0.9202,-20.5850,-15.4622,145.8279,1.4251,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.999|H2:-4.200:0.000:-10.499|H3:-22.000:0.000:-2.999|H4:4.200:0.000:10.499|H5:8.400:0.000:6.999","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.623|F2:20.000:0.000:-3.123","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.999","0.000:0.000:0.800","-4.200:0.000:-10.499","0.000:0.000:0.800","-22.000:0.000:-2.999","0.000:0.000:0.800","4.200:0.000:10.499","0.000:0.000:-0.800","8.400:0.000:6.999","0.000:0.000:-0.800","0.000:0.000:-8.623","0.000:0.000:1.300","20.000:0.000:-3.123","0.000:0.000:1.300",99.925,"Degraded",0.000,1,"NavigateToSource:Forward"
3.8566,9,9,38,4.4046,10.0000,10.0000,4.5476,180,0,"",-0.0284,0.0113,-0.0099,0.0076,-0.0156,-0.0168,0.0296,0.0288,1.3918,1.3547,-20.5020,-15.5955,147.0801,1.3732,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.917|H2:-4.200:0.000:-10.417|H3:-22.000:0.000:-2.917|H4:4.200:0.000:10.417|H5:8.400:0.000:6.917","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.490|F2:20.000:0.000:-2.990","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.917","0.000:0.000:0.800","-4.200:0.000:-10.417","0.000:0.000:0.800","-22.000:0.000:-2.917","0.000:0.000:0.800","4.200:0.000:10.417","0.000:0.000:-0.800","8.400:0.000:6.917","0.000:0.000:-0.800","0.000:0.000:-8.490","0.000:0.000:1.300","20.000:0.000:-2.990","0.000:0.000:1.300",99.923,"Degraded",0.000,1,"NavigateToSource:Forward"
3.9578,9,9,39,4.3423,9.9632,10.0000,4.4697,180,0,"",0.0339,-0.0315,0.0105,0.0174,-0.0158,0.0266,0.0396,0.0372,1.8909,1.7729,-20.4048,-15.7480,147.8596,1.8319,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.836|H2:-4.200:0.000:-10.336|H3:-22.000:0.000:-2.836|H4:4.200:0.000:10.336|H5:8.400:0.000:6.836","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.358|F2:20.000:0.000:-2.858","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.836","0.000:0.000:0.800","-4.200:0.000:-10.336","0.000:0.000:0.800","-22.000:0.000:-2.836","0.000:0.000:0.800","4.200:0.000:10.336","0.000:0.000:-0.800","8.400:0.000:6.836","0.000:0.000:-0.800","0.000:0.000:-8.358","0.000:0.000:1.300","20.000:0.000:-2.858","0.000:0.000:1.300",99.921,"Degraded",0.000,1,"NavigateToSource:Forward"
4.0592,9,9,40,4.3212,10.0000,9.9269,4.4549,180,0,"",0.0394,-0.0285,0.0343,0.0302,0.0007,0.0135,0.0366,0.0475,1.4572,1.8916,-20.3508,-15.8657,156.9954,1.6744,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.755|H2:-4.200:0.000:-10.255|H3:-22.000:0.000:-2.755|H4:4.200:0.000:10.255|H5:8.400:0.000:6.755","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.226|F2:20.000:0.000:-2.726","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.755","0.000:0.000:0.800","-4.200:0.000:-10.255","0.000:0.000:0.800","-22.000:0.000:-2.755","0.000:0.000:0.800","4.200:0.000:10.255","0.000:0.000:-0.800","8.400:0.000:6.755","0.000:0.000:-0.800","0.000:0.000:-8.226","0.000:0.000:1.300","20.000:0.000:-2.726","0.000:0.000:1.300",99.919,"Degraded",0.000,1,"NavigateToSource:Forward"
4.1603,9,9,41,4.2961,9.8725,10.0000,4.5173,180,0,"",-0.0806,0.0834,-0.0569,0.0115,0.0175,0.0031,0.0328,0.0366,1.5910,1.7801,-20.2981,-16.0269,164.1776,1.6855,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.674|H2:-4.200:0.000:-10.174|H3:-22.000:0.000:-2.674|H4:4.200:0.000:10.174|H5:8.400:0.000:6.674","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.095|F2:20.000:0.000:-2.595","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.674","0.000:0.000:0.800","-4.200:0.000:-10.174","0.000:0.000:0.800","-22.000:0.000:-2.674","0.000:0.000:0.800","4.200:0.000:10.174","0.000:0.000:-0.800","8.400:0.000:6.674","0.000:0.000:-0.800","0.000:0.000:-8.095","0.000:0.000:1.300","20.000:0.000:-2.595","0.000:0.000:1.300",99.917,"Degraded",0.000,1,"NavigateToSource:Forward"
4.2621,9,9,42,4.2376,9.9974,9.9423,4.5512,180,0,"",0.0575,-0.0066,0.0055,-0.0085,0.0278,0.0092,0.0289,0.0456,1.4447,2.2784,-20.2676,-16.1807,169.9622,1.8615,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.592|H2:-4.200:0.000:-10.092|H3:-22.000:0.000:-2.592|H4:4.200:0.000:10.092|H5:8.400:0.000:6.592","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.963|F2:20.000:0.000:-2.463","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.592","0.000:0.000:0.800","-4.200:0.000:-10.092","0.000:0.000:0.800","-22.000:0.000:-2.592","0.000:0.000:0.800","4.200:0.000:10.092","0.000:0.000:-0.800","8.400:0.000:6.592","0.000:0.000:-0.800","0.000:0.000:-7.963","0.000:0.000:1.300","20.000:0.000:-2.463","0.000:0.000:1.300",99.915,"Degraded",0.000,1,"NavigateToSource:Forward"
4.3626,9,9,43,4.2640,10.0000,9.9582,4.3968,180,0,"",-0.0290,-0.0387,0.0221,0.0363,-0.0171,-0.0008,0.0355,0.0363,1.5764,1.6142,-20.2459,-16.3221,172.3924,1.5953,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.512|H2:-4.200:0.000:-10.012|H3:-22.000:0.000:-2.512|H4:4.200:0.000:10.012|H5:8.400:0.000:6.512","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.832|F2:20.000:0.000:-2.332","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.512","0.000:0.000:0.800","-4.200:0.000:-10.012","0.000:0.000:0.800","-22.000:0.000:-2.512","0.000:0.000:0.800","4.200:0.000:10.012","0.000:0.000:-0.800","8.400:0.000:6.512","0.000:0.000:-0.800","0.000:0.000:-7.832","0.000:0.000:1.300","20.000:0.000:-2.332","0.000:0.000:1.300",99.913,"Degraded",0.000,1,"NavigateToSource:Forward"
4.4642,9,9,44,4.1835,10.0000,9.9896,4.4391,180,0,"",0.0060,-0.0323,-0.0147,-0.0083,0.0218,-0.0070,0.0160,0.0263,0.7111,1.1728,-20.2405,-16.4769,180.7942,0.9420,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.431|H2:-4.200:0.000:-9.931|H3:-22.000:0.000:-2.431|H4:4.200:0.000:9.931|H5:8.400:0.000:6.431","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.700|F2:20.000:0.000:-2.200","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.431","0.000:0.000:0.800","-4.200:0.000:-9.931","0.000:0.000:0.800","-22.000:0.000:-2.431","0.000:0.000:0.800","4.200:0.000:9.931","0.000:0.000:-0.800","8.400:0.000:6.431","0.000:0.000:-0.800","0.000:0.000:-7.700","0.000:0.000:1.300","20.000:0.000:-2.200","0.000:0.000:1.300",99.911,"Degraded",0.000,1,"NavigateToSource:Forward"
4.5657,9,9,45,4.1640,9.9279,9.8914,4.3101,180,0,"",0.0316,0.0096,-0.0004,0.0214,0.0376,0.0080,0.0453,0.0212,2.2324,1.0445,-20.2406,-16.6118,178.2104,1.6384,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.349|H2:-4.200:0.000:-9.849|H3:-22.000:0.000:-2.349|H4:4.200:0.000:9.849|H5:8.400:0.000:6.349","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.568|F2:20.000:0.000:-2.068","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.349","0.000:0.000:0.800","-4.200:0.000:-9.849","0.000:0.000:0.800","-22.000:0.000:-2.349","0.000:0.000:0.800","4.200:0.000:9.849","0.000:0.000:-0.800","8.400:0.000:6.349","0.000:0.000:-0.800","0.000:0.000:-7.568","0.000:0.000:1.300","20.000:0.000:-2.068","0.000:0.000:1.300",99.909,"Degraded",0.000,1,"NavigateToSource:Forward"
4.6659,9,9,46,4.0580,9.9543,10.0000,4.3495,180,0,"",0.0043,-0.0182,0.0316,0.0012,-0.0222,-0.0036,0.0509,0.0328,2.2063,1.4205,-20.2383,-16.7452,176.8845,1.8134,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.269|H2:-4.200:0.000:-9.769|H3:-22.000:0.000:-2.269|H4:4.200:0.000:9.769|H5:8.400:0.000:6.269","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.438|F2:20.000:0.000:-1.938","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.269","0.000:0.000:0.800","-4.200:0.000:-9.769","0.000:0.000:0.800","-22.000:0.000:-2.269","0.000:0.000:0.800","4.200:0.000:9.769","0.000:0.000:-0.800","8.400:0.000:6.269","0.000:0.000:-0.800","0.000:0.000:-7.438","0.000:0.000:1.300","20.000:0.000:-1.938","0.000:0.000:1.300",99.907,"Degraded",0.000,1,"NavigateToSource:Forward"
