timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
1.1178,9,4,11,1.2555,4.8420,1.7943,9.9838,180,1,"Forklift(Clone):-10.52:-0.01:13.54",0.0496,-0.0053,0.0010,0.0073,-0.4286,0.0076,0.0448,0.0368,1.8494,1.5211,-1.1287,10.0209,-71.6412,1.6852,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,False,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.609|H3:23.109:0.000:-14.961|H4:4.200:0.000:12.609|H5:8.400:0.000:9.109","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-6.551","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.609","0.000:0.000:0.800","23.109:0.000:-14.961","-0.799:0.000:0.035","4.200:0.000:12.609","0.000:0.000:-0.800","8.400:0.000:9.109","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-6.551","0.000:0.000:1.300",99.978,"Nominal",0.000,1,"NavigateToSource:Forward"
1.2179,9,4,12,1.2456,8.1809,1.7285,1.3478,180,1,"Forklift(Clone):-10.52:-0.02:13.49",-0.0454,-0.0146,0.0082,-0.0151,-0.3018,-0.0264,0.0360,0.0380,1.6307,1.7226,-1.2580,10.0608,-73.6035,1.6766,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,False,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.528|H3:23.029:0.000:-14.958|H4:4.200:0.000:12.528|H5:8.400:0.000:9.028","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-6.421","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.528","0.000:0.000:0.800","23.029:0.000:-14.958","-0.799:0.000:0.035","4.200:0.000:12.528","0.000:0.000:-0.800","8.400:0.000:9.028","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-6.421","0.000:0.000:1.300",99.976,"Nominal",0.000,1,"NavigateToSource:Forward"
1.3200,9,4,13,1.2500,7.9827,1.7672,1.2814,180,1,"Forklift(Clone):-10.52:0.03:13.51",-0.0513,-0.0150,-0.0125,-0.0230,-0.2486,0.0040,0.0419,0.0225,2.0887,1.1217,-1.4164,10.1115,-74.5895,1.6052,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,False,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.447|H3:22.948:0.000:-14.954|H4:4.200:0.000:12.447|H5:8.400:0.000:8.947","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-6.288","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.447","0.000:0.000:0.800","22.948:0.000:-14.954","-0.799:0.000:0.035","4.200:0.000:12.447","0.000:0.000:-0.800","8.400:0.000:8.947","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-6.288","0.000:0.000:1.300",99.974,"Nominal",0.000,1,"NavigateToSource:Forward"
1.4224,9,4,14,1.2499,7.7724,1.7175,1.2991,180,1,"Forklift(Clone):-10.50:0.00:13.48",0.0642,-0.0383,-0.0278,-0.0118,-0.1670,0.0008,0.0387,0.0049,1.7852,0.2252,-1.5482,10.1456,-80.8544,1.0052,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.365|H3:22.866:0.000:-14.951|H4:4.200:0.000:12.365|H5:8.400:0.000:8.865","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-6.155","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.365","0.000:0.000:0.800","22.866:0.000:-14.951","-0.799:0.000:0.035","4.200:0.000:12.365","0.000:0.000:-0.800","8.400:0.000:8.865","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-6.155","0.000:0.000:1.300",99.972,"Nominal",0.000,1,"NavigateToSource:Forward"
1.5244,9,4,15,1.2391,7.8898,1.7685,1.2726,180,1,"Forklift(Clone):-10.51:-0.03:13.52",0.0956,-0.0564,-0.0940,0.0005,-0.1622,-0.0399,0.0251,0.0329,1.1636,1.5269,-1.6966,10.1707,-79.2170,1.3453,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.283|H3:22.784:0.000:-14.947|H4:4.200:0.000:12.283|H5:8.400:0.000:8.783","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-6.023","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.283","0.000:0.000:0.800","22.784:0.000:-14.947","-0.799:0.000:0.035","4.200:0.000:12.283","0.000:0.000:-0.800","8.400:0.000:8.783","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-6.023","0.000:0.000:1.300",99.970,"Nominal",0.000,1,"NavigateToSource:Forward"
1.6278,9,4,16,1.2428,8.5830,10.0000,1.2577,180,1,"Forklift(Clone):-10.47:-0.02:13.52",-0.0341,-0.0415,0.0702,0.0093,-0.0819,-0.0353,0.0425,0.0354,1.9073,1.5876,-1.8259,10.1982,-80.7603,1.7474,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.200|H3:22.702:0.000:-14.944|H4:4.200:0.000:12.200|H5:8.400:0.000:8.700","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-5.888","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.200","0.000:0.000:0.800","22.702:0.000:-14.944","-0.799:0.000:0.035","4.200:0.000:12.200","0.000:0.000:-0.800","8.400:0.000:8.700","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-5.888","0.000:0.000:1.300",99.968,"Nominal",0.000,1,"NavigateToSource:Forward"
1.7283,9,4,17,1.2267,10.0000,9.9986,1.2698,180,1,"Forklift(Clone):-10.50:0.04:13.49",0.0545,-0.0070,-0.0194,-0.0114,-0.1132,-0.0139,0.0303,0.0358,1.4502,1.7091,-1.9991,10.2354,-77.1057,1.5796,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.120|H3:22.621:0.000:-14.940|H4:4.200:0.000:12.120|H5:8.400:0.000:8.620","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-5.758","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.120","0.000:0.000:0.800","22.621:0.000:-14.940","-0.799:0.000:0.035","4.200:0.000:12.120","0.000:0.000:-0.800","8.400:0.000:8.620","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-5.758","0.000:0.000:1.300",99.966,"Nominal",0.000,1,"NavigateToSource:Forward"
1.8302,9,4,18,1.2338,10.0000,9.9941,1.4807,180,1,"Forklift(Clone):-10.50:-0.04:13.49",0.0758,0.0124,-0.0728,-0.0187,-0.0634,-0.0139,0.0329,0.0398,1.6209,1.9617,-2.1328,10.2594,-78.3998,1.7913,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-12.039|H3:22.540:0.000:-14.937|H4:4.200:0.000:12.039|H5:8.400:0.000:8.539","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-5.625","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-12.039","0.000:0.000:0.800","22.540:0.000:-14.937","-0.799:0.000:0.035","4.200:0.000:12.039","0.000:0.000:-0.800","8.400:0.000:8.539","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-5.625","0.000:0.000:1.300",99.963,"Nominal",0.000,1,"NavigateToSource:Forward"
1.9325,9,4,19,1.2664,10.0000,10.0000,2.9996,180,1,"Forklift(Clone):-10.55:0.01:13.50",0.0652,-0.0016,-0.0111,0.0142,-0.0502,-0.0117,0.0587,0.0463,1.7773,1.4023,-2.3022,10.3001,-77.9410,1.5898,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-11.957|H3:22.458:0.000:-14.933|H4:4.200:0.000:11.957|H5:8.400:0.000:8.457","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-5.492","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-11.957","0.000:0.000:0.800","22.458:0.000:-14.933","-0.799:0.000:0.035","4.200:0.000:11.957","0.000:0.000:-0.800","8.400:0.000:8.457","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-5.492","0.000:0.000:1.300",99.962,"Nominal",0.000,1,"NavigateToSource:Forward"
2.0337,9,4,20,1.2743,10.0000,9.9832,4.6439,180,1,"Forklift(Clone):-10.52:0.01:13.50",0.0700,-0.0007,0.0193,0.0170,-0.0402,0.0282,0.0223,0.0326,1.0841,1.5793,-2.3956,10.3291,-70.8708,1.3317,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-ELC-0001","Electronics","Rack_0_3","Rack_0_3-S01",3.000,3,False,False,True,True,True,True,"H1:10.500:0.000:13.500|H2:-4.200:0.000:-11.876|H3:22.377:0.000:-14.929|H4:4.200:0.000:11.876|H5:8.400:0.000:8.376","H1:0.000:0.000:0.000|H2:0.000:0.000:0.800|H3:-0.799:0.000:0.035|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:-10.500:0.000:13.500|F2:20.000:0.000:-5.361","F1:0.000:0.000:0.000|F2:0.000:0.000:1.300","10.500:0.000:13.500","0.000:0.000:0.000","-4.200:0.000:-11.876","0.000:0.000:0.800","22.377:0.000:-14.929","-0.799:0.000:0.035","4.200:0.000:11.876","0.000:0.000:-0.800","8.400:0.000:8.376","0.000:0.000:-0.800","-10.500:0.000:13.500","0.000:0.000:0.000","20.000:0.000:-5.361","0.000:0.000:1.300",99.959,"Nominal",0.000,1,"NavigateToSource:Forward"
