timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
9.3554,18,8,92,-17.2757,0.0500,-1.9430,29.8446,1.6189,0.0000,-8.4000,0.0000,13.5000,17.8120,2,"","","2.000:0.000:3.223","0.000:0.000:1.200","-4.000:0.000:-0.988","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.4575,18,8,93,-17.1995,0.0500,-1.8102,29.8446,1.4941,0.0000,-8.4000,0.0000,13.5000,17.6589,2,"","","2.000:0.000:3.346","0.000:0.000:1.200","-4.000:0.000:-1.192","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.5596,18,8,94,-17.1233,0.0500,-1.6773,29.8446,1.4378,0.0000,-8.4000,0.0000,13.5000,17.5057,2,"","","2.000:0.000:3.468","0.000:0.000:1.200","-4.000:0.000:-1.397","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.6620,18,8,95,-17.0469,0.0500,-1.5441,29.8446,1.3484,0.0000,-8.4000,0.0000,13.5000,17.3522,2,"","","2.000:0.000:3.591","0.000:0.000:1.200","-4.000:0.000:-1.601","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.7634,18,8,96,-16.9712,0.0500,-1.4122,29.8446,1.3909,0.0000,-8.4000,0.0000,13.5000,17.2000,2,"","","2.000:0.000:3.713","0.000:0.000:1.200","-4.000:0.000:-1.804","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.8663,18,8,97,-16.8944,0.0500,-1.2783,29.8446,1.3675,0.0000,-8.4000,0.0000,13.5000,17.0457,2,"","","2.000:0.000:3.836","0.000:0.000:1.200","-4.000:0.000:-2.010","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
9.9688,18,8,98,-16.8178,0.0500,-1.1449,29.8446,1.4871,0.0000,-8.4000,0.0000,13.5000,16.8919,2,"","","2.000:0.000:3.959","0.000:0.000:1.200","-4.000:0.000:-2.215","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.0721,18,8,99,-16.7408,0.0500,-1.0106,29.8446,1.4862,0.0000,-8.4000,0.0000,13.5000,16.7370,2,"","","2.000:0.000:4.083","0.000:0.000:1.200","-4.000:0.000:-2.422","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.1723,18,8,100,-16.6660,0.0500,-0.8802,29.8446,1.5783,0.0000,-8.4000,0.0000,13.5000,16.5867,2,"","","2.000:0.000:4.204","0.000:0.000:1.200","-4.000:0.000:-2.622","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.2723,18,8,101,-16.5913,0.0500,-0.7500,29.8446,1.5388,0.0000,-8.4000,0.0000,13.5000,16.4366,2,"","","2.000:0.000:4.324","0.000:0.000:1.200","-4.000:0.000:-2.822","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.3752,18,8,102,-16.5145,0.0500,-0.6161,29.8446,1.4713,0.0000,-8.4000,0.0000,13.5000,16.2823,2,"","","2.000:0.000:4.447","0.000:0.000:1.200","-4.000:0.000:-3.028","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.4778,18,8,103,-16.4379,0.0500,-0.4827,29.8446,1.4603,0.0000,-8.4000,0.0000,13.5000,16.1284,2,"","","2.000:0.000:4.570","0.000:0.000:1.200","-4.000:0.000:-3.233","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.5802,18,8,104,-16.3615,0.0500,-0.3494,29.8446,1.5451,0.0000,-8.4000,0.0000,13.5000,15.9748,2,"","","2.000:0.000:4.693","0.000:0.000:1.200","-4.000:0.000:-3.438","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.6817,18,8,105,-16.2857,0.0500,-0.2174,29.8446,1.5115,0.0000,-8.4000,0.0000,13.5000,15.8226,2,"","","2.000:0.000:4.815","0.000:0.000:1.200","-4.000:0.000:-3.641","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.7836,18,8,106,-16.2096,0.0500,-0.0848,29.8446,1.3387,0.0000,-8.4000,0.0000,13.5000,15.6697,2,"","","2.000:0.000:4.937","0.000:0.000:1.200","-4.000:0.000:-3.845","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.8840,18,8,107,-16.1346,0.0500,0.0459,29.8446,1.6210,0.0000,-8.4000,0.0000,13.5000,15.5191,2,"","","2.000:0.000:5.058","0.000:0.000:1.200","-4.000:0.000:-4.045","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
10.9844,18,8,108,-16.0597,0.0500,0.1765,29.8446,1.4240,0.0000,-8.4000,0.0000,13.5000,15.3685,2,"","","2.000:0.000:5.178","0.000:0.000:1.200","-4.000:0.000:-4.246","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.0870,18,8,109,-15.9831,0.0500,0.3100,29.8446,1.5951,0.0000,-8.4000,0.0000,13.5000,15.2146,2,"","","2.000:0.000:5.301","0.000:0.000:1.200","-4.000:0.000:-4.451","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.1898,18,8,110,-15.9064,0.0500,0.4437,29.8446,1.5446,0.0000,-8.4000,0.0000,13.5000,15.0604,2,"","","2.000:0.000:5.425","0.000:0.000:1.200","-4.000:0.000:-4.657","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.2912,18,8,111,-15.8307,0.0500,0.5756,29.8446,1.4876,0.0000,-8.4000,0.0000,13.5000,14.9084,2,"","","2.000:0.000:5.546","0.000:0.000:1.200","-4.000:0.000:-4.860","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.3938,18,8,112,-15.7541,0.0500,0.7091,29.8446,1.3481,0.0000,-8.4000,0.0000,13.5000,14.7544,2,"","","2.000:0.000:5.669","0.000:0.000:1.200","-4.000:0.000:-5.065","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.4960,18,8,113,-15.6779,0.0500,0.8420,29.8446,1.3839,0.0000,-8.4000,0.0000,13.5000,14.6012,2,"","","2.000:0.000:5.792","0.000:0.000:1.200","-4.000:0.000:-5.269","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.5975,18,8,114,-15.6021,0.0500,0.9741,29.8446,1.4300,0.0000,-8.4000,0.0000,13.5000,14.4489,2,"","","2.000:0.000:5.914","0.000:0.000:1.200","-4.000:0.000:-5.472","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.7004,18,8,115,-15.5252,0.0500,1.1081,29.8446,1.5265,0.0000,-8.4000,0.0000,13.5000,14.2945,2,"","","2.000:0.000:6.037","0.000:0.000:1.200","-4.000:0.000:-5.678","0.000:0.000:-2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.8025,18,8,116,-15.4490,0.0500,1.2408,29.8446,1.6028,0.0000,-8.4000,0.0000,13.5000,14.1414,2,"","","2.000:0.000:6.160","0.000:0.000:1.200","-4.000:0.000:-5.831","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
11.9032,18,8,117,-15.3738,0.0500,1.3719,29.8446,1.5513,0.0000,-8.4000,0.0000,13.5000,13.9903,2,"","","2.000:0.000:6.281","0.000:0.000:1.200","-4.000:0.000:-5.630","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.0050,18,8,118,-15.2979,0.0500,1.5043,29.8446,1.4399,0.0000,-8.4000,0.0000,13.5000,13.8376,2,"","","2.000:0.000:6.403","0.000:0.000:1.200","-4.000:0.000:-5.426","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.1073,18,8,119,-15.2215,0.0500,1.6374,29.8446,1.4916,0.0000,-8.4000,0.0000,13.5000,13.6842,2,"","","2.000:0.000:6.526","0.000:0.000:1.200","-4.000:0.000:-5.222","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.2081,18,8,120,-15.1463,0.0500,1.7686,29.8446,1.4247,0.0000,-8.4000,0.0000,13.5000,13.5330,2,"","","2.000:0.000:6.647","0.000:0.000:1.200","-4.000:0.000:-5.020","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.3092,18,8,121,-15.0708,0.0500,1.9001,29.8446,1.4563,0.0000,-8.4000,0.0000,13.5000,13.3813,2,"","","2.000:0.000:6.768","0.000:0.000:1.200","-4.000:0.000:-4.818","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.4105,18,8,122,-14.9952,0.0500,2.0319,29.8446,1.2131,0.0000,-8.4000,0.0000,13.5000,13.2294,2,"","","2.000:0.000:6.889","0.000:0.000:1.200","-4.000:0.000:-4.615","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.5125,18,8,123,-14.9191,0.0500,2.1646,29.8446,1.5397,0.0000,-8.4000,0.0000,13.5000,13.0764,2,"","","2.000:0.000:7.012","0.000:0.000:1.200","-4.000:0.000:-4.411","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.6133,18,8,124,-14.8438,0.0500,2.2957,29.8446,1.4078,0.0000,-8.4000,0.0000,13.5000,12.9253,2,"","","2.000:0.000:7.133","0.000:0.000:1.200","-4.000:0.000:-4.210","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.7156,18,8,125,-14.7675,0.0500,2.4288,29.8446,1.5750,0.0000,-8.4000,0.0000,13.5000,12.7718,2,"","","2.000:0.000:7.256","0.000:0.000:1.200","-4.000:0.000:-4.005","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.8161,18,8,126,-14.6924,0.0500,2.5596,29.8446,1.4634,0.0000,-8.4000,0.0000,13.5000,12.6210,2,"","","2.000:0.000:7.376","0.000:0.000:1.200","-4.000:0.000:-3.804","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
12.9185,18,8,127,-14.6160,0.0500,2.6928,29.8446,1.4887,0.0000,-8.4000,0.0000,13.5000,12.4674,2,"","","2.000:0.000:7.499","0.000:0.000:1.200","-4.000:0.000:-3.599","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.0193,18,8,128,-14.5408,0.0500,2.8239,29.8446,1.4069,0.0000,-8.4000,0.0000,13.5000,12.3163,2,"","","2.000:0.000:7.620","0.000:0.000:1.200","-4.000:0.000:-3.398","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.1200,18,8,129,-14.4656,0.0500,2.9550,29.8446,1.4990,0.0000,-8.4000,0.0000,13.5000,12.1652,2,"","","2.000:0.000:7.741","0.000:0.000:1.200","-4.000:0.000:-3.196","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.2237,18,8,130,-14.3882,0.0500,3.0898,29.8446,1.5772,0.0000,-8.4000,0.0000,13.5000,12.0097,2,"","","2.000:0.000:7.840","0.000:0.000:-1.200","-4.000:0.000:-2.989","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.3240,18,8,131,-14.3133,0.0500,3.2204,29.8446,1.4279,0.0000,-8.4000,0.0000,13.5000,11.8592,2,"","","2.000:0.000:7.720","0.000:0.000:-1.200","-4.000:0.000:-2.788","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.4273,18,8,132,-14.2362,0.0500,3.3548,29.8446,1.6388,0.0000,-8.4000,0.0000,13.5000,11.7042,2,"","","2.000:0.000:7.596","0.000:0.000:-1.200","-4.000:0.000:-2.582","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.5278,18,8,133,-14.1612,0.0500,3.4855,29.8446,1.4546,0.0000,-8.4000,0.0000,13.5000,11.5535,2,"","","2.000:0.000:7.475","0.000:0.000:-1.200","-4.000:0.000:-2.381","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.6296,18,8,134,-14.0852,0.0500,3.6180,29.8446,1.4695,0.0000,-8.4000,0.0000,13.5000,11.4008,2,"","","2.000:0.000:7.353","0.000:0.000:-1.200","-4.000:0.000:-2.177","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.7316,18,8,135,-14.0090,0.0500,3.7508,29.8446,1.4530,0.0000,-8.4000,0.0000,13.5000,11.2477,2,"","","2.000:0.000:7.231","0.000:0.000:-1.200","-4.000:0.000:-1.973","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.8338,18,8,136,-13.9327,0.0500,3.8837,29.8446,1.3900,0.0000,-8.4000,0.0000,13.5000,11.0945,2,"","","2.000:0.000:7.108","0.000:0.000:-1.200","-4.000:0.000:-1.769","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
13.9359,18,8,137,-13.8565,0.0500,4.0166,29.8446,1.4932,0.0000,-8.4000,0.0000,13.5000,10.9412,2,"","","2.000:0.000:6.985","0.000:0.000:-1.200","-4.000:0.000:-1.564","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.0365,18,8,138,-13.7814,0.0500,4.1474,29.8446,1.3803,0.0000,-8.4000,0.0000,13.5000,10.7904,2,"","","2.000:0.000:6.865","0.000:0.000:-1.200","-4.000:0.000:-1.363","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.1387,18,8,139,-13.7051,0.0500,4.2804,29.8446,1.4517,0.0000,-8.4000,0.0000,13.5000,10.6371,2,"","","2.000:0.000:6.742","0.000:0.000:-1.200","-4.000:0.000:-1.159","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.2405,18,8,140,-13.6292,0.0500,4.4128,29.8446,1.5327,0.0000,-8.4000,0.0000,13.5000,10.4845,2,"","","2.000:0.000:6.620","0.000:0.000:-1.200","-4.000:0.000:-0.955","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.3411,18,8,141,-13.5541,0.0500,4.5437,29.8446,1.5164,0.0000,-8.4000,0.0000,13.5000,10.3336,2,"","","2.000:0.000:6.499","0.000:0.000:-1.200","-4.000:0.000:-0.754","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.4442,18,8,142,-13.4771,0.0500,4.6778,29.8446,1.4335,0.0000,-8.4000,0.0000,13.5000,10.1789,2,"","","2.000:0.000:6.376","0.000:0.000:-1.200","-4.000:0.000:-0.548","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.5476,18,8,143,-13.3999,0.0500,4.8123,29.8446,1.5374,0.0000,-8.4000,0.0000,13.5000,10.0238,2,"","","2.000:0.000:6.251","0.000:0.000:-1.200","-4.000:0.000:-0.341","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.6508,18,8,144,-13.3229,0.0500,4.9467,29.8446,1.7269,0.0000,-8.4000,0.0000,13.5000,9.8690,2,"","","2.000:0.000:6.128","0.000:0.000:-1.200","-4.000:0.000:-0.135","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.7513,18,8,145,-13.2479,0.0500,5.0774,29.8446,1.5954,0.0000,-8.4000,0.0000,13.5000,9.7183,2,"","","2.000:0.000:6.007","0.000:0.000:-1.200","-4.000:0.000:0.066","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.8523,18,8,146,-13.1725,0.0500,5.2088,29.8446,1.6025,0.0000,-8.4000,0.0000,13.5000,9.5667,2,"","","2.000:0.000:5.886","0.000:0.000:-1.200","-4.000:0.000:0.268","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
14.9538,18,8,147,-13.0967,0.0500,5.3408,29.8446,1.5681,0.0000,-8.4000,0.0000,13.5000,9.4145,2,"","","2.000:0.000:5.764","0.000:0.000:-1.200","-4.000:0.000:0.471","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.0555,18,8,148,-13.0208,0.0500,5.4731,29.8446,1.6293,0.0000,-8.4000,0.0000,13.5000,9.2620,2,"","","2.000:0.000:5.642","0.000:0.000:-1.200","-4.000:0.000:0.675","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.1596,18,8,149,-12.9431,0.0500,5.6086,29.8446,0.7843,0.0000,-8.4000,0.0000,13.5000,9.1059,2,"","","2.000:0.000:5.517","0.000:0.000:-1.200","-4.000:0.000:0.883","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.2611,18,8,150,-12.8673,0.0500,5.7407,29.8446,1.6067,0.0000,-8.4000,0.0000,13.5000,8.9535,2,"","","2.000:0.000:5.395","0.000:0.000:-1.200","-4.000:0.000:1.086","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.3625,18,8,151,-12.7916,0.0500,5.8727,29.8446,1.4965,0.0000,-8.4000,0.0000,13.5000,8.8014,2,"","","2.000:0.000:5.274","0.000:0.000:-1.200","-4.000:0.000:1.289","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.4660,18,8,152,-12.7144,0.0500,6.0072,29.8446,1.4705,0.0000,-8.4000,0.0000,13.5000,8.6463,2,"","","2.000:0.000:5.149","0.000:0.000:-1.200","-4.000:0.000:1.496","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.5661,18,8,153,-12.6396,0.0500,6.1375,29.8446,1.4169,0.0000,-8.4000,0.0000,13.5000,8.4961,2,"","","2.000:0.000:5.029","0.000:0.000:-1.200","-4.000:0.000:1.696","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.6674,18,8,154,-12.5640,0.0500,6.2693,29.8446,1.4203,0.0000,-8.4000,0.0000,13.5000,8.3441,2,"","","2.000:0.000:4.908","0.000:0.000:-1.200","-4.000:0.000:1.899","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.7689,18,8,155,-12.4883,0.0500,6.4013,29.8446,1.4683,0.0000,-8.4000,0.0000,13.5000,8.1919,2,"","","2.000:0.000:4.786","0.000:0.000:-1.200","-4.000:0.000:2.102","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.8714,18,8,156,-12.4117,0.0500,6.5348,29.8446,1.4342,0.0000,-8.4000,0.0000,13.5000,8.0381,2,"","","2.000:0.000:4.663","0.000:0.000:-1.200","-4.000:0.000:2.307","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
15.9745,18,8,157,-12.3359,0.0500,6.6686,29.7779,1.4713,-0.2502,-8.4000,0.0000,13.5000,7.8843,2,"","","2.000:0.000:4.539","0.000:0.000:-1.200","-4.000:0.000:2.513","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.0770,18,8,158,-12.2599,0.0500,6.8016,29.7637,1.4332,-0.0931,-8.4000,0.0000,13.5000,7.7311,2,"","","2.000:0.000:4.416","0.000:0.000:-1.200","-4.000:0.000:2.718","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.1781,18,8,159,-12.1850,0.0500,6.9327,29.7612,1.6414,0.0480,-8.4000,0.0000,13.5000,7.5801,2,"","","2.000:0.000:4.295","0.000:0.000:-1.200","-4.000:0.000:2.920","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.2793,18,8,160,-12.1099,0.0500,7.0640,29.7667,1.4019,0.1006,-8.4000,0.0000,13.5000,7.4289,2,"","","2.000:0.000:4.173","0.000:0.000:-1.200","-4.000:0.000:3.122","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.3822,18,8,161,-12.0334,0.0500,7.1975,29.7774,1.5766,0.1630,-8.4000,0.0000,13.5000,7.2750,2,"","","2.000:0.000:4.050","0.000:0.000:-1.200","-4.000:0.000:3.328","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.4836,18,8,162,-11.9581,0.0500,7.3288,29.7879,1.5580,0.0624,-8.4000,0.0000,13.5000,7.1236,2,"","","2.000:0.000:3.928","0.000:0.000:-1.200","-4.000:0.000:3.531","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.5853,18,8,163,-11.8824,0.0500,7.4606,29.8121,1.4831,0.1989,-8.4000,0.0000,13.5000,6.9716,2,"","","2.000:0.000:3.806","0.000:0.000:-1.200","-4.000:0.000:3.734","0.000:0.000:2.000",False,False,Moving,60.00,40.00,3.00,StressTest
16.6869,18,8,164,-11.8126,0.0500,7.5819,29.8354,1.2703,0.1064,-8.4000,0.0000,13.5000,6.8317,2,"","","2.000:0.000:3.684","0.000:0.000:-1.200","-4.000:0.000:3.938","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
16.7896,18,8,165,-11.7797,0.0500,7.6391,29.8423,0.4557,0.0567,-8.4000,0.0000,13.5000,6.7657,2,"","","2.000:0.000:3.561","0.000:0.000:-1.200","-4.000:0.000:4.143","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
16.8911,18,8,166,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:3.439","0.000:0.000:-1.200","-4.000:0.000:4.346","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
16.9927,18,8,167,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:3.317","0.000:0.000:-1.200","-4.000:0.000:4.549","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.0938,18,8,168,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:3.196","0.000:0.000:-1.200","-4.000:0.000:4.751","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.1943,18,8,169,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:3.075","0.000:0.000:-1.200","-4.000:0.000:4.952","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.2952,18,8,170,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.954","0.000:0.000:-1.200","-4.000:0.000:5.154","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.3958,18,8,171,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.834","0.000:0.000:-1.200","-4.000:0.000:5.355","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.4981,18,8,172,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.711","0.000:0.000:-1.200","-4.000:0.000:5.560","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.5988,18,8,173,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.590","0.000:0.000:-1.200","-4.000:0.000:5.761","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.7014,18,8,174,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.467","0.000:0.000:-1.200","-4.000:0.000:5.750","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.8022,18,8,175,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.346","0.000:0.000:-1.200","-4.000:0.000:5.548","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
17.9036,18,8,176,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.224","0.000:0.000:-1.200","-4.000:0.000:5.345","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.0041,18,8,177,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:2.104","0.000:0.000:-1.200","-4.000:0.000:5.144","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.1054,18,8,178,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.982","0.000:0.000:-1.200","-4.000:0.000:4.942","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.2060,18,8,179,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.861","0.000:0.000:-1.200","-4.000:0.000:4.740","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.3065,18,8,180,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.741","0.000:0.000:-1.200","-4.000:0.000:4.539","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.4084,18,8,181,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.618","0.000:0.000:-1.200","-4.000:0.000:4.335","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.5094,18,8,182,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.497","0.000:0.000:-1.200","-4.000:0.000:4.134","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.6119,18,8,183,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.374","0.000:0.000:-1.200","-4.000:0.000:3.928","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.7148,18,8,184,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.251","0.000:0.000:-1.200","-4.000:0.000:3.723","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.8158,18,8,185,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.130","0.000:0.000:-1.200","-4.000:0.000:3.521","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
18.9159,18,8,186,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:1.009","0.000:0.000:-1.200","-4.000:0.000:3.320","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
