timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag
44.1286,18,8,434,0.6744,2.9146,9.9925,0.9381,180,0,"",-0.0398,0.0796,0.0553,-0.0202,0.0255,0.0301,-0.0158,-0.0005,-0.7143,-0.0227,-1.7824,-10.1644,-8.1766,-0.3685,False,False
44.2287,18,8,435,0.6912,2.9388,9.9207,0.9300,180,0,"",0.0328,-0.1555,0.0081,0.0088,0.0090,0.0188,0.0178,0.0079,0.8161,0.3622,-1.7862,-10.1260,-7.5658,0.5891,False,False
44.3312,18,8,436,0.6829,2.9337,10.0000,0.9462,180,0,"",-0.0374,0.0331,0.0609,-0.0014,-0.0157,0.0047,0.0059,-0.0020,0.2935,-0.0989,-1.7903,-10.1037,-11.1617,0.0973,False,False
44.4332,18,8,437,0.7000,3.0220,10.0000,0.9632,180,0,"",-0.0282,-0.0539,0.0264,-0.0083,-0.0049,-0.0131,0.0152,0.0050,0.6537,0.2167,-1.7884,-10.1187,-8.8960,0.4352,False,False
44.5344,18,8,438,0.6674,2.9873,10.0000,0.8806,180,0,"",0.0289,0.0205,0.0673,-0.0163,0.0166,-0.0046,-0.0064,-0.0065,-0.2785,-0.2864,-1.7884,-10.1139,-15.2773,-0.2824,False,False
44.6346,18,8,439,0.6472,2.9504,9.9895,0.8704,180,0,"",-0.0203,-0.0755,0.0028,0.0012,0.0104,-0.0200,-0.0145,0.0113,-0.6830,0.5316,-1.7854,-10.1256,-9.7457,-0.0757,False,False
44.7350,18,8,440,0.6669,2.9126,10.0000,0.8514,180,0,"",0.0215,-0.0543,0.0175,-0.0003,0.0092,-0.0051,0.0003,0.0065,0.0150,0.3189,-1.7867,-10.1180,-7.3434,0.1669,False,False
44.8378,18,8,441,0.6474,2.9264,10.0000,0.8744,180,0,"",-0.0859,0.1306,0.0054,-0.0201,-0.0004,0.0028,0.0144,-0.0080,0.6800,-0.3768,-1.7859,-10.1226,-9.4478,0.1516,False,False
44.9402,18,8,442,0.6378,3.0476,9.9968,0.8333,180,0,"",-0.0307,0.0575,-0.0453,0.0120,-0.0042,-0.0129,-0.0141,0.0115,-0.6353,0.5217,-1.7845,-10.1295,-1.4994,-0.0568,False,False
45.0413,18,8,443,0.6131,2.9729,9.9462,0.9654,180,0,"",-0.0075,-0.0169,0.0894,0.0306,0.0088,0.0247,0.0051,-0.0075,0.2505,-0.3730,-1.7838,-10.1403,-1.1156,-0.0613,False,False
45.1434,18,8,444,0.6340,2.9467,9.9312,0.9098,180,0,"",0.0372,-0.0954,0.0368,-0.0369,0.0176,0.0256,0.0025,0.0013,0.1200,0.0630,-1.7839,-10.1630,3.1372,0.0915,False,False
45.2451,18,8,445,0.6326,2.9668,9.9752,0.9181,180,0,"",-0.0142,-0.0176,-0.0226,-0.0004,-0.0301,0.0130,0.0061,-0.0094,0.2697,-0.4165,-1.7841,-10.1630,5.8407,-0.0734,False,False
45.3473,18,8,446,0.5961,2.9557,9.9623,0.8603,180,0,"",0.0602,-0.0366,0.0148,-0.0022,-0.0083,-0.0099,0.0007,0.0121,0.0324,0.5703,-1.7839,-10.1597,4.9095,0.3014,False,False
45.4503,18,8,447,0.6651,2.9401,9.9834,0.8597,180,0,"",0.0320,0.0209,-0.0272,-0.0051,0.0426,0.0019,-0.0084,-0.0084,-0.3810,-0.3826,-1.7850,-10.1692,6.1678,-0.3818,False,False
45.5507,18,8,448,0.6424,2.9769,10.0000,0.9430,180,0,"",0.0314,0.0230,-0.0047,-0.0109,-0.0087,-0.0302,-0.0029,-0.0019,-0.1365,-0.0896,-1.7846,-10.1614,3.8840,-0.1131,False,False
45.6536,18,8,449,0.6375,2.9787,10.0000,0.9316,180,0,"",0.0653,0.0237,-0.0358,-0.0005,-0.0168,-0.0293,0.0124,0.0038,0.5705,0.1751,-1.7835,-10.1235,0.7029,0.3728,False,False
45.7560,18,8,450,0.7044,2.9895,9.9839,0.9385,180,0,"",-0.0087,-0.0644,-0.0273,0.0236,-0.0139,-0.0262,0.0003,-0.0096,0.0124,-0.4345,-1.7841,-10.1378,2.6084,-0.2110,False,False
45.8587,18,8,451,0.6335,2.9514,10.0000,1.0485,180,0,"",0.0171,0.0995,0.0435,0.0324,-0.0131,0.0194,-0.0046,0.0131,-0.2212,0.6241,-1.7839,-10.1305,2.0247,0.2015,False,False
45.9600,18,8,452,0.6524,3.0010,10.0000,0.9130,180,0,"",-0.0855,0.0159,-0.0266,-0.0200,0.0140,-0.0276,0.0262,-0.0103,1.1360,-0.4470,-1.7836,-10.1238,3.3143,0.3445,False,False
46.0628,18,8,453,0.6348,3.0124,10.0000,0.9012,180,0,"",0.0356,0.0634,-0.0181,0.0303,-0.0054,0.0257,0.0051,-0.0033,0.2371,-0.1517,-1.7833,-10.1245,6.1822,0.0427,False,False
46.1648,18,8,454,0.6222,2.9505,10.0000,0.9003,180,0,"",0.0073,-0.0272,0.0116,0.0128,0.0108,-0.0082,-0.0052,-0.0172,-0.2223,-0.7293,-1.7824,-10.1193,7.5114,-0.4758,False,False
46.2663,18,8,455,0.6332,2.8911,9.9830,0.8729,180,0,"",-0.0273,0.0630,-0.0226,-0.0048,0.0008,-0.0122,-0.0054,0.0156,-0.2404,0.6946,-1.7815,-10.1118,3.5426,0.2271,False,False
46.3682,18,8,456,0.6711,3.0038,9.9909,0.9180,180,0,"",-0.0718,-0.0010,0.0007,0.0169,-0.0019,-0.0146,0.0147,-0.0115,0.6608,-0.5171,-1.7808,-10.0905,-2.6718,0.0719,False,False
46.4686,18,8,457,0.6345,3.0614,10.0000,0.9524,180,0,"",-0.0045,0.0277,-0.0118,-0.0092,-0.0061,0.0179,0.0037,-0.0077,0.1663,-0.3489,-1.7822,-10.0484,-5.0856,-0.0913,False,False
46.5711,18,8,458,0.6429,2.9873,9.9751,0.9358,180,0,"",-0.1118,0.0056,0.0672,-0.0229,0.0181,-0.0032,-0.0155,-0.0073,-0.6751,-0.3176,-1.7798,-10.0665,-10.1736,-0.4963,False,False
46.6738,18,8,459,0.6761,3.0153,10.0000,0.9471,180,0,"",-0.0365,-0.0200,0.0189,0.0048,-0.0005,-0.0204,-0.0051,0.0029,-0.2413,0.1375,-1.7785,-10.0772,-10.1574,-0.0519,False,False
46.7756,18,8,460,0.6314,3.0105,10.0000,0.8835,180,0,"",0.0812,-0.1195,-0.0166,-0.0108,0.0163,-0.0003,0.0021,-0.0059,0.1018,-0.2817,-1.7822,-10.0531,-7.9496,-0.0899,False,False
46.8774,18,8,461,0.6365,2.9632,9.9972,0.8954,180,0,"",0.0525,0.0300,0.0773,0.0006,0.0057,0.0202,0.0171,0.0034,0.7835,0.1572,-1.7834,-10.0487,-10.5036,0.4703,False,False
46.9793,18,8,462,0.6018,2.9784,9.9814,0.9393,180,0,"",-0.0698,-0.0661,0.0516,-0.0141,-0.0051,0.0084,0.0137,0.0012,0.6023,0.0507,-1.7849,-10.0412,-13.8296,0.3265,False,False
47.0796,18,8,463,0.6455,2.9415,10.0000,0.8712,180,0,"",-0.0558,0.0065,-0.0240,-0.0092,0.0166,-0.0254,0.0050,0.0065,0.2320,0.3065,-1.7866,-10.0339,-15.0351,0.2692,False,False
47.1811,18,8,464,0.6686,3.0337,9.9399,0.8962,180,0,"",-0.0623,0.0012,-0.0319,-0.0072,-0.0015,0.0015,0.0050,-0.0023,0.2201,-0.1000,-1.7903,-10.0236,-18.2311,0.0600,False,False
47.2832,18,8,465,0.6271,3.0243,9.9491,0.8986,180,0,"",-0.0169,-0.0249,0.0260,0.0105,-0.0198,0.0298,0.0109,-0.0260,0.5267,-1.2507,-1.7793,-10.0476,-26.9116,-0.3620,False,False
47.3847,18,8,466,0.6896,2.9469,9.9809,0.8504,180,0,"",0.0548,0.0559,-0.0382,0.0026,-0.0331,0.0061,0.0013,-0.0115,0.0578,-0.5057,-1.7764,-10.0509,-31.9278,-0.2239,False,False
47.4867,18,8,467,0.6254,2.9039,9.9789,0.9008,180,0,"",-0.0056,0.0001,0.0396,0.0444,-0.0334,0.0223,0.0039,0.0104,0.1937,0.5109,-1.7675,-10.0656,-26.8628,0.3523,False,False
47.5879,18,8,468,0.6552,2.9312,9.9517,0.9613,180,0,"",-0.1199,0.0563,0.0045,0.0086,-0.0422,-0.0002,-0.0067,-0.0119,-0.3031,-0.5372,-1.7656,-10.0686,-27.6228,-0.4201,False,False
47.6910,18,8,469,0.6307,3.0452,10.0000,0.9232,180,0,"",0.0121,-0.0096,-0.0165,-0.0094,-0.0074,0.0250,-0.0042,0.0056,-0.2078,0.2781,-1.7640,-10.0715,-27.0154,0.0351,False,False
47.7921,18,8,470,0.6568,2.9436,9.9943,0.8803,180,0,"",0.0004,-0.0161,-0.0007,0.0015,-0.0251,0.0158,0.0179,0.0035,0.8155,0.1590,-1.7624,-10.0750,-29.9586,0.4873,False,False
47.8944,18,8,471,0.6251,2.9275,10.0000,0.8582,180,0,"",-0.0073,0.0241,0.0347,0.0135,-0.0220,0.0045,0.0044,-0.0090,0.2124,-0.4314,-1.7787,-10.0498,-36.3222,-0.1095,False,False
47.9975,18,8,472,0.6886,2.9506,9.9822,0.8484,180,0,"",-0.0228,0.0332,-0.0212,-0.0240,-0.0049,-0.0197,0.0174,-0.0007,0.7775,-0.0327,-1.7892,-10.0344,-36.0762,0.3724,False,False
48.1003,18,8,473,0.6307,2.9631,10.0000,0.8682,180,0,"",0.0554,0.0386,-0.0882,-0.0129,0.0357,0.0325,-0.0040,-0.0066,-0.1700,-0.2809,-1.7908,-10.0315,-38.7137,-0.2255,False,False
48.2010,18,8,474,0.6170,2.9376,9.9946,0.9271,180,0,"",0.0011,0.0295,0.0363,0.0235,0.0216,0.0258,0.0059,-0.0244,0.2601,-1.0685,-1.7748,-10.0498,-43.5448,-0.4042,False,False
48.3027,18,8,475,0.6467,2.9500,9.9642,0.9568,180,0,"",-0.0207,0.0374,0.0690,0.0335,0.0364,-0.0082,-0.0117,0.0019,-0.5679,0.0930,-1.7659,-10.0577,-46.2566,-0.2374,False,False
48.4052,18,8,476,0.6313,2.9272,10.0000,0.9029,180,0,"",0.0310,0.0955,0.0718,0.0033,-0.0081,-0.0397,0.0025,-0.0110,0.1136,-0.5087,-1.7674,-10.0555,-46.0747,-0.1976,False,False
48.5053,18,8,477,0.6183,2.9469,9.9218,0.9615,180,0,"",0.0239,0.0039,-0.0605,0.0155,-0.0001,0.0122,0.0126,-0.0132,0.5758,-0.6036,-1.7811,-10.0470,-64.1824,-0.0139,False,False
48.6067,18,8,478,0.6423,2.9373,10.0000,0.9378,180,0,"",-0.0248,0.0215,0.0160,-0.0034,-0.0054,0.0296,-0.0175,-0.0029,-0.7907,-0.1330,-1.7677,-10.0535,-62.5146,-0.4619,False,False
48.7072,18,8,479,0.5651,2.9695,10.0000,0.8820,180,0,"",-0.0834,0.0647,0.0493,-0.0172,-0.0286,-0.0293,-0.0062,-0.0036,-0.2814,-0.1645,-1.7684,-10.0534,-54.6997,-0.2230,False,False
48.8074,18,8,480,0.6684,2.9816,9.9611,0.8560,180,0,"",0.0613,0.0754,0.0198,0.0050,0.0053,-0.0134,-0.0040,-0.0167,-0.1785,-0.7475,-1.7596,-10.0626,-49.9592,-0.4630,False,False
48.9104,18,8,481,0.6338,2.9277,9.9500,0.8341,180,0,"",0.0426,-0.0710,-0.0119,-0.0298,0.0342,0.0028,-0.0050,0.0035,-0.2390,0.1688,-1.7787,-10.0471,-50.3900,-0.0351,False,False
49.0120,18,8,482,0.6419,2.8989,10.0000,0.9254,180,0,"",-0.0434,-0.0727,0.0488,-0.0094,0.0363,-0.0439,-0.0016,0.0032,-0.0788,0.1557,-1.7818,-10.0447,-46.5689,0.0385,False,False
49.1146,18,8,483,0.6839,3.0580,9.8749,0.8815,180,0,"",0.0100,-0.1259,-0.0704,-0.0182,-0.0150,0.0252,0.0106,-0.0075,0.4847,-0.3427,-1.7919,-10.0346,-48.9472,0.0710,False,False
49.2174,18,8,484,0.6344,2.9822,10.0000,0.8754,180,0,"",-0.0194,-0.0527,0.0358,-0.0167,0.0199,0.0142,-0.0058,-0.0117,-0.2855,-0.5771,-1.7771,-10.0492,-45.9378,-0.4313,False,False
49.3184,18,8,485,0.6293,2.9512,9.9695,0.8980,180,0,"",-0.0377,-0.0181,0.0280,0.0341,-0.0081,0.0209,-0.0182,-0.0025,-0.8125,-0.1116,-1.7870,-10.0405,-40.4637,-0.4620,False,False
49.4201,18,8,486,0.6241,3.0568,10.0000,0.8519,180,0,"",0.0091,0.0123,0.0069,-0.0075,0.0009,0.0054,0.0010,0.0072,0.0451,0.3364,-1.7893,-10.0368,-44.0460,0.1907,False,False
49.5220,18,8,487,0.6745,3.0024,10.0000,0.9629,180,0,"",0.0478,0.0574,0.0037,-0.0145,0.0065,0.0172,-0.0174,-0.0206,-0.8371,-0.9934,-1.7883,-10.0364,-46.4427,-0.9153,False,False
49.6244,18,8,488,0.6253,2.9792,10.0000,0.9310,180,0,"",0.0703,0.0163,0.0584,-0.0241,0.0084,-0.0110,0.0155,-0.0155,0.7242,-0.7246,-1.8063,-10.0200,-52.1858,-0.0002,False,False
49.7274,18,8,489,0.6693,2.9184,9.9815,0.9637,180,0,"",0.0390,0.1046,0.0252,0.0115,-0.0247,0.0450,-0.0067,0.0052,-0.3125,0.2413,-1.8084,-10.0187,-48.9810,-0.0356,False,False
49.8296,18,8,490,0.6354,2.9610,10.0000,0.9685,180,0,"",-0.1022,-0.0073,-0.0265,0.0239,-0.0042,-0.0399,-0.0015,0.0077,-0.0725,0.3670,-1.8220,-10.0092,-54.0559,0.1472,False,False
49.9301,18,8,491,0.6194,3.0136,10.0000,1.0187,180,0,"",-0.0146,0.0206,-0.0819,-0.0087,0.0065,-0.0091,0.0026,-0.0133,0.1255,-0.6316,-1.8296,-10.0040,-60.2136,-0.2531,False,False
50.0327,18,8,492,0.6567,2.9708,10.0000,0.9088,180,0,"",-0.0259,0.0494,0.0687,-0.0054,0.0225,-0.0303,-0.0069,-0.0117,-0.3152,-0.5384,-1.8261,-10.0056,-63.7402,-0.4268,False,False
50.1329,18,8,493,0.6297,2.9258,10.0000,0.8641,180,0,"",-0.0886,-0.0091,0.0355,0.0335,0.0157,0.0124,0.0275,0.0102,1.2447,0.4627,-1.8444,-9.9966,-65.5267,0.8537,False,False
50.2336,18,8,494,0.7063,3.0327,10.0000,0.9360,180,0,"",-0.0148,-0.0403,-0.0533,0.0222,0.0171,-0.0173,-0.0113,0.0056,-0.4917,0.2408,-1.8362,-10.0000,-67.2874,-0.1254,False,False
50.3345,18,8,495,0.6364,2.9956,9.9567,0.9235,180,0,"",-0.0748,-0.1064,0.0295,0.0053,0.0221,-0.0157,0.0095,0.0093,0.4344,0.4262,-1.8468,-9.9950,-64.6071,0.4303,False,False
50.4375,18,8,496,0.6600,2.9892,10.0000,0.9133,180,0,"",-0.1249,0.0866,0.0083,0.0151,-0.0161,-0.0378,-0.0017,0.0019,-0.0743,0.0824,-1.8502,-9.9932,-62.5440,0.0040,False,False
50.5403,18,8,497,0.6279,3.0286,9.9915,0.9081,180,0,"",-0.0888,0.0743,0.0362,-0.0174,0.0214,-0.0287,-0.0061,0.0021,-0.2712,0.0918,-1.8516,-9.9925,-53.4582,-0.0897,False,False
50.6407,18,8,498,0.6522,2.8440,10.0000,0.8940,180,0,"",0.0284,-0.0758,0.0269,0.0351,0.0090,-0.0014,0.0039,-0.0048,0.1851,-0.2285,-1.8647,-9.9830,-56.7192,-0.0217,False,False
50.7414,18,8,499,0.6826,2.9590,10.0000,0.8650,180,0,"",0.0119,0.0198,-0.0192,-0.0007,0.0123,0.0139,0.0073,-0.0103,0.3280,-0.4630,-1.8760,-9.9755,-64.1680,-0.0675,False,False
50.8415,18,8,500,0.6771,2.9793,9.9966,0.9244,180,0,"",0.0076,0.0015,-0.0155,0.0513,0.0158,-0.0102,0.0077,-0.0028,0.3735,-0.1346,-1.8684,-9.9780,-70.2059,0.1195,False,False
50.9421,18,8,501,0.6721,3.0254,9.9659,0.9394,180,0,"",0.0149,-0.0157,-0.0148,-0.0342,-0.0542,-0.0094,-0.0078,0.0025,-0.3435,0.1108,-1.8905,-9.9704,-71.7225,-0.1164,False,False
51.0425,18,8,502,0.6474,2.9616,10.0000,0.9304,180,0,"",0.0253,0.0362,0.0272,0.0020,0.0161,0.0518,-0.0116,-0.0176,-0.5745,-0.8717,-1.8898,-9.9707,-72.8448,-0.7231,False,False
51.1456,18,8,503,0.6690,2.9984,9.9999,0.8501,180,0,"",0.0142,0.0147,-0.0378,-0.0073,-0.0031,0.0236,0.0048,-0.0114,0.2099,-0.4973,-1.9025,-9.9676,-81.6347,-0.1437,False,False
51.2479,18,8,504,0.6434,3.0459,10.0000,0.8861,180,0,"",0.0228,0.0521,0.0172,0.0034,-0.0090,0.0086,-0.0007,-0.0004,-0.0307,-0.0188,-1.9094,-9.9662,-79.6820,-0.0248,False,False
51.3489,18,8,505,0.6659,2.9763,10.0000,0.9007,180,0,"",-0.1028,-0.0558,-0.0373,-0.0031,-0.0123,-0.0102,-0.0039,-0.0033,-0.1703,-0.1476,-1.8926,-9.9687,-81.4946,-0.1590,False,False
51.4490,18,8,506,0.6496,2.9659,9.9885,0.9293,180,0,"",-0.0117,0.0140,-0.0057,-0.0167,-0.0066,-0.0315,-0.0061,-0.0119,-0.2728,-0.5274,-1.8971,-9.9676,-84.7358,-0.4001,False,False
51.5512,18,8,507,0.6803,3.0319,9.8866,0.9101,180,0,"",0.0075,0.0049,-0.0194,-0.0123,-0.0008,-0.0053,-0.0043,0.0050,-0.1838,0.2141,-1.9041,-9.9669,-85.3546,0.0151,False,False
51.6537,18,8,508,0.6223,2.9702,9.9622,0.8903,180,0,"",-0.0672,-0.0057,-0.0048,-0.0382,-0.0168,-0.0078,-0.0098,0.0006,-0.4565,0.0267,-1.8796,-9.9695,-82.3914,-0.2149,False,False
51.7539,18,8,509,0.6621,2.9378,10.0000,0.8903,180,0,"",0.0363,-0.0132,0.0696,0.0039,0.0065,-0.0004,0.0115,0.0131,0.5237,0.5945,-1.8983,-9.9678,-84.8634,0.5591,False,False
51.8549,18,8,510,0.6607,2.9533,10.0000,0.8869,180,0,"",-0.1053,-0.0242,0.0093,0.0093,-0.0195,-0.0294,0.0094,0.0057,0.4360,0.2635,-1.9162,-9.9674,-89.2891,0.3498,False,False
51.9572,18,8,511,0.6790,2.9377,10.0000,0.9254,180,0,"",-0.0460,-0.0128,-0.0150,-0.0341,-0.0012,-0.0370,-0.0030,-0.0046,-0.1342,-0.2084,-1.9004,-9.9690,-85.5823,-0.1713,False,False
52.0579,18,8,512,0.6472,2.9836,9.9876,0.8771,180,0,"",-0.0561,0.0191,-0.0235,-0.0149,-0.0229,0.0248,0.0042,0.0138,0.2045,0.6714,-1.9151,-9.9664,-75.4148,0.4379,False,False
52.1593,18,8,513,0.6330,3.0039,10.0000,0.8559,180,0,"",0.1208,-0.0159,0.0158,-0.0104,0.0006,0.0013,0.0126,-0.0194,0.5815,-0.8949,-1.9184,-9.9648,-85.1775,-0.1567,False,False
52.2624,18,8,514,0.6522,2.9901,9.9825,0.9541,180,0,"",0.0179,0.0215,-0.0109,-0.0018,-0.0103,0.0262,0.0000,0.0004,-0.0016,0.0212,-1.8752,-9.9704,-80.2341,0.0098,False,False
52.3637,18,8,515,0.5954,2.9126,9.8844,0.9364,180,0,"",-0.0331,-0.0021,-0.0098,-0.0489,0.0140,0.0188,-0.0028,0.0072,-0.1231,0.3148,-1.8823,-9.9692,-85.2022,0.0959,False,False
52.4658,18,8,516,0.6448,2.9939,9.9399,0.9532,180,0,"",0.1246,-0.0234,-0.0230,-0.0254,-0.0100,-0.0238,0.0004,0.0046,0.0215,0.2217,-1.8771,-9.9697,-80.4862,0.1216,False,False
52.5664,18,8,517,0.6413,2.9620,9.9811,0.9236,180,0,"",0.0422,-0.0245,0.0244,0.0109,0.0211,0.0049,-0.0093,-0.0005,-0.4667,-0.0251,-1.8710,-9.9711,-79.7930,-0.2459,False,False
52.6674,18,8,518,0.6397,2.9011,10.0000,0.8649,180,0,"",-0.0973,0.0020,0.0482,-0.0403,0.0171,0.0137,0.0066,0.0041,0.3170,0.1968,-1.8693,-9.9717,-80.8968,0.2569,False,False
52.7701,18,8,519,0.5902,3.0104,9.9914,0.9369,180,0,"",-0.0135,0.0485,0.0445,-0.0165,-0.0278,-0.0291,0.0025,0.0063,0.1179,0.2974,-1.8785,-9.9703,-80.0274,0.2077,False,False
52.8718,18,8,520,0.6356,2.9841,10.0000,0.8900,180,0,"",-0.0439,-0.0130,-0.0038,0.0278,-0.0181,0.0070,0.0023,0.0069,0.1079,0.3290,-1.8765,-9.9701,-75.0745,0.2185,False,False
52.9738,18,8,521,0.6413,2.9852,10.0000,0.8876,180,0,"",0.0427,-0.0127,-0.0223,0.0189,-0.0108,0.0212,0.0129,0.0018,0.5878,0.0829,-1.8735,-9.9705,-83.4164,0.3353,False,False
53.0748,18,8,522,0.6281,2.9367,9.9617,0.9534,180,0,"",-0.0100,-0.0401,-0.0540,0.0122,0.0134,0.0162,0.0089,-0.0143,0.3420,-0.5529,-1.8291,-9.9720,-94.6577,-0.1054,False,False
53.1773,18,8,523,0.5890,2.9390,10.0000,0.8446,180,0,"",-0.0597,0.0271,0.0773,0.0205,-0.0158,0.0225,0.0114,0.0185,0.5050,0.8162,-1.8395,-9.9733,-99.9568,0.6606,False,False
53.2775,18,8,524,0.6704,3.0030,10.0000,0.8435,180,0,"",-0.0379,-0.0664,-0.0209,0.0051,0.0046,-0.0228,-0.0149,-0.0100,-0.7189,-0.4821,-1.8230,-9.9689,-103.9796,-0.6005,False,False
53.3783,18,8,525,0.6264,2.9593,10.0000,0.9875,180,0,"",0.0122,0.0017,0.0080,0.0085,0.0164,0.0346,0.0057,0.0071,0.2624,0.3295,-1.8368,-9.9705,-97.4431,0.2960,False,False
53.4787,18,8,526,0.6765,2.9391,9.9816,0.8635,180,0,"",0.0501,0.0240,-0.0003,0.0055,-0.0351,-0.0193,0.0256,0.0035,1.1391,0.1563,-1.8602,-9.9723,-94.9732,0.6477,False,False
53.5820,18,8,527,0.6034,2.9788,10.0000,0.8380,180,0,"",-0.0241,-0.0849,0.0957,0.0101,0.0115,-0.0154,-0.0087,-0.0027,-0.3679,-0.1147,-1.8585,-9.9723,-92.5433,-0.2413,False,False
53.6821,18,8,528,0.6408,2.8626,9.9763,0.9159,180,0,"",0.0499,0.0301,-0.0065,-0.0381,0.0062,0.0047,-0.0001,0.0023,-0.0043,0.1153,-1.8413,-9.9724,-90.0060,0.0555,False,False
53.7847,18,8,529,0.6428,2.9305,9.9397,0.8414,180,0,"",0.0389,-0.0154,-0.0144,-0.0157,-0.0067,0.0020,0.0144,-0.0059,0.6935,-0.2822,-1.8236,-9.9742,-81.1541,0.2057,False,False
53.8855,18,8,530,0.6198,3.0647,9.9796,0.9788,180,0,"",-0.0459,-0.0171,-0.0285,-0.0105,-0.0302,0.0201,0.0024,0.0148,0.1131,0.6882,-1.8372,-9.9718,-82.4322,0.4006,False,False
53.9874,18,8,531,0.6303,3.0048,10.0000,0.8854,180,0,"",-0.0813,0.0148,0.0952,0.0032,0.0001,0.0194,0.0008,0.0134,0.0340,0.5983,-1.8383,-9.9718,-83.7695,0.3161,False,False
54.0897,18,8,532,0.6557,2.9427,10.0000,0.8698,180,0,"",0.0002,-0.0083,-0.0252,-0.0220,0.0042,0.0113,-0.0129,0.0007,-0.5835,0.0329,-1.8129,-9.9740,-83.1299,-0.2753,False,False
54.1925,18,8,533,0.6324,2.9849,10.0000,0.9000,180,0,"",-0.0403,-0.0266,0.0197,-0.0423,0.0074,-0.0202,-0.0088,-0.0024,-0.3996,-0.1108,-1.7984,-9.9750,-87.8721,-0.2552,False,False
54.2948,18,8,534,0.6503,3.0210,10.0000,0.8823,180,0,"",0.0055,-0.1183,0.0041,-0.0104,0.0256,0.0250,0.0068,0.0078,0.3065,0.3541,-1.8029,-9.9744,-88.1730,0.3303,False,False
54.3955,18,8,535,0.6867,2.8851,10.0000,0.8607,180,0,"",0.0546,0.0523,-0.0410,-0.0037,-0.0097,-0.0563,0.0029,-0.0077,0.1247,-0.3282,-1.8023,-9.9744,-89.0751,-0.1018,False,False
54.4987,18,8,536,0.6291,2.9613,9.9816,0.9366,180,0,"",0.0023,0.1105,-0.0049,0.0158,0.0010,-0.0449,0.0031,-0.0134,0.1467,-0.6255,-1.7999,-9.9742,-93.9186,-0.2394,False,False
54.6006,18,8,537,0.6469,2.9375,10.0000,0.9230,180,0,"",-0.0057,-0.0593,-0.0067,0.0095,-0.0015,-0.0003,-0.0055,-0.0183,-0.2433,-0.8146,-1.7763,-9.9717,-97.0548,-0.5289,False,False
54.7017,18,8,538,0.6233,2.9399,9.9619,0.8740,180,0,"",0.0134,-0.1079,0.0155,0.0051,0.0123,-0.0365,-0.0057,0.0034,-0.2547,0.1501,-1.7680,-9.9712,-92.4062,-0.0523,False,False
54.8039,18,8,539,0.6407,2.9261,9.9520,0.8851,180,0,"",0.0936,-0.0018,0.0207,-0.0081,0.0306,0.0047,-0.0031,0.0111,-0.1401,0.5046,-1.7724,-9.9714,-91.2544,0.1823,False,False
54.9058,18,8,540,0.6030,3.0639,9.9822,0.8708,180,0,"",-0.0596,0.0102,0.0351,0.0221,0.0021,-0.0077,0.0039,0.0058,0.1756,0.2616,-1.7692,-9.9718,-86.8113,0.2186,False,False
55.0089,18,8,541,0.6766,2.9144,9.9766,0.9794,180,0,"",0.0543,-0.0022,-0.0154,-0.0363,-0.0189,-0.0100,-0.0011,-0.0044,-0.0504,-0.2083,-1.7641,-9.9721,-87.6366,-0.1293,False,False
55.1098,18,8,542,0.6390,2.9823,10.0000,0.9090,180,0,"",0.0578,-0.0425,0.0080,-0.0062,0.0176,0.0097,-0.0141,-0.0073,-0.6787,-0.3508,-1.7526,-9.9725,-80.7606,-0.5148,False,False
55.2127,18,8,543,0.6408,2.9417,10.0000,0.9307,180,0,"",-0.0752,-0.0321,0.0219,-0.0061,-0.0066,-0.0012,0.0084,0.0210,0.3924,0.9739,-1.7764,-9.9701,-83.9659,0.6832,False,False
55.3139,18,8,544,0.6900,2.9801,10.0000,0.8667,180,0,"",-0.0375,0.0814,-0.0844,-0.0123,-0.0126,-0.0183,-0.0118,0.0020,-0.5385,0.0933,-1.7787,-9.9698,-86.6381,-0.2226,False,False
55.4170,18,8,545,0.6396,2.9559,10.0000,0.8417,180,0,"",0.0685,-0.0020,-0.0285,0.0139,0.0125,-0.0053,0.0104,0.0028,0.4481,0.1209,-1.8077,-9.9670,-85.2005,0.2845,False,False
55.5203,18,8,546,0.6580,3.0059,9.9627,1.0071,180,0,"",0.0174,0.0576,0.0471,-0.0060,0.0220,0.0133,-0.0188,-0.0075,-0.9314,-0.3716,-1.8147,-9.9667,-84.7434,-0.6515,False,False
55.6219,18,8,547,0.6324,2.9920,10.0000,0.8408,180,0,"",-0.0162,-0.1042,-0.0581,-0.0142,0.0316,-0.0103,-0.0017,0.0054,-0.0735,0.2329,-1.8274,-9.9665,-87.0000,0.0797,False,False
55.7233,18,8,548,0.6249,2.9580,10.0000,0.8485,180,0,"",0.1130,0.0628,-0.0409,0.0072,-0.0044,0.0177,0.0042,0.0185,0.2031,0.9014,-1.8364,-9.9649,-80.8495,0.5522,False,False
