timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag
32.4358,18,8,319,0.6887,2.9613,10.0000,0.8838,180,0,"",-0.0461,-0.0630,-0.0620,-0.0065,-0.0004,-0.0190,0.0045,-0.0226,0.2031,-1.0165,-1.7739,-10.2518,15.7023,-0.4067,False,False
32.5362,18,8,320,0.6875,2.9919,10.0000,0.8831,180,0,"",-0.0088,-0.0129,0.0089,-0.0309,-0.0177,0.0030,-0.0066,0.0007,-0.3024,0.0335,-1.7712,-10.2428,16.5516,-0.1344,False,False
32.6385,18,8,321,0.6575,2.9187,9.9997,0.8675,180,0,"",-0.1159,0.0700,-0.0047,0.0145,-0.0093,-0.0189,0.0094,0.0069,0.4255,0.3101,-1.7711,-10.2449,12.9942,0.3678,False,False
32.7386,18,8,322,0.6447,2.9849,10.0000,0.8758,180,0,"",0.0730,-0.0339,-0.0293,-0.0155,0.0235,-0.0057,0.0111,0.0107,0.5115,0.4919,-1.7664,-10.2112,7.6128,0.5017,False,False
32.8394,18,8,323,0.6405,3.0213,9.9668,0.8825,180,0,"",-0.0500,-0.0759,-0.0445,-0.0035,-0.0133,-0.0013,-0.0114,0.0038,-0.5360,0.1787,-1.7703,-10.2292,14.0635,-0.1787,False,False
32.9420,18,8,324,0.5967,3.0331,9.9536,0.8987,180,0,"",-0.1143,0.0519,0.0109,0.0007,-0.0141,0.0196,0.0018,-0.0131,0.0823,-0.5921,-1.7756,-10.2524,10.2340,-0.2549,False,False
33.0443,18,8,325,0.6140,2.9494,10.0000,0.8917,180,0,"",0.0479,0.0105,0.0366,0.0078,0.0089,0.0010,0.0163,-0.0071,0.7200,-0.3145,-1.7759,-10.2524,8.5252,0.2028,False,False
33.1460,18,8,326,0.6754,2.9028,10.0000,0.8945,180,0,"",0.0455,-0.0254,-0.0412,-0.0156,0.0083,0.0033,0.0103,0.0113,0.4751,0.5211,-1.7701,-10.2190,10.6566,0.4981,False,False
33.2480,18,8,327,0.6599,2.9960,9.9997,0.8927,180,0,"",0.0640,-0.0665,-0.0740,-0.0185,0.0141,0.0091,0.0208,-0.0055,0.9470,-0.2522,-1.7716,-10.2293,1.5339,0.3474,False,False
33.3497,18,8,328,0.6518,2.9383,10.0000,0.8975,180,0,"",-0.0721,0.0311,-0.0629,-0.0197,0.0156,0.0105,0.0097,0.0028,0.4254,0.1239,-1.7730,-10.2095,-6.0040,0.2747,False,False
33.4520,18,8,329,0.6180,2.9949,9.9998,0.8854,180,0,"",-0.0762,0.0653,-0.0052,0.0022,-0.0241,-0.0318,0.0059,0.0116,0.2784,0.5502,-1.7766,-10.1881,-9.1240,0.4143,False,False
33.5547,18,8,330,0.6419,2.9502,9.9492,0.9247,180,0,"",0.0823,0.0125,0.0012,0.0020,-0.0029,0.0143,-0.0007,-0.0008,-0.0341,-0.0386,-1.7762,-10.1857,-5.4704,-0.0364,False,False
33.6571,18,8,331,0.6468,3.0037,9.9488,0.8787,180,0,"",-0.0947,0.0804,-0.0764,-0.0199,0.0307,0.0187,0.0082,0.0195,0.3670,0.8728,-1.7781,-10.1710,-6.1434,0.6199,False,False
33.7599,18,8,332,0.6943,3.0148,9.9887,0.8823,180,0,"",0.0132,-0.0045,0.0188,-0.0243,0.0150,0.0082,-0.0060,-0.0028,-0.2969,-0.1415,-1.7777,-10.1810,-10.2963,-0.2192,False,False
33.8633,18,8,333,0.6135,2.9248,10.0000,0.9347,180,0,"",-0.0169,-0.0118,-0.0239,0.0148,-0.0245,-0.0102,0.0000,0.0012,0.0008,0.0608,-1.7764,-10.1857,-5.9997,0.0308,False,False
33.9640,18,8,334,0.6379,2.8823,9.9841,0.8271,180,0,"",-0.0109,-0.0341,-0.0445,-0.0285,-0.0016,0.0010,-0.0064,-0.0068,-0.2911,-0.3087,-1.7749,-10.1986,-7.2748,-0.2999,False,False
34.0655,18,8,335,0.6206,3.0094,10.0000,0.8367,180,0,"",0.0827,-0.0383,0.0063,0.0044,-0.0054,0.0057,-0.0076,0.0020,-0.3384,0.0865,-1.7747,-10.1991,-1.6960,-0.1260,False,False
34.1688,18,8,336,0.6639,3.0508,9.9237,0.8410,180,0,"",0.0267,-0.0211,0.0279,-0.0019,0.0036,-0.0152,0.0125,-0.0139,0.6136,-0.6872,-1.7754,-10.1707,-5.2155,-0.0368,False,False
34.2693,18,8,337,0.6257,2.9499,9.9868,0.9372,180,0,"",0.0334,0.0323,0.0729,-0.0212,0.0006,0.0305,0.0016,-0.0144,0.0709,-0.6312,-1.7743,-10.1793,-8.1282,-0.2802,False,False
34.3729,18,8,338,0.6334,2.9453,10.0000,0.8932,180,0,"",-0.0243,-0.0176,0.0315,-0.0084,0.0058,-0.0481,0.0137,0.0176,0.6102,0.7805,-1.7772,-10.1565,-6.5239,0.6954,False,False
34.4739,18,8,339,0.6348,3.0564,9.9984,0.8884,180,0,"",-0.1082,0.0085,-0.0169,0.0046,-0.0231,0.0063,-0.0038,0.0016,-0.1689,0.0725,-1.7769,-10.1552,-2.6170,-0.0482,False,False
34.5741,18,8,340,0.6438,3.0085,10.0000,0.9749,180,0,"",-0.0609,0.0537,-0.0472,-0.0143,-0.0309,0.0166,-0.0272,-0.0010,-1.2584,-0.0459,-1.7753,-10.1725,-5.3534,-0.6521,False,False
34.6754,18,8,341,0.6879,3.0311,10.0000,0.9080,180,0,"",-0.0245,-0.0064,-0.0101,0.0044,0.0265,-0.0264,-0.0042,-0.0065,-0.1911,-0.2958,-1.7750,-10.1756,-7.4443,-0.2435,False,False
34.7771,18,8,342,0.6659,2.9343,9.9203,0.9536,180,0,"",-0.0139,-0.0552,-0.0818,-0.0354,0.0066,0.0237,-0.0100,0.0090,-0.4582,0.4144,-1.7731,-10.1840,-7.7931,-0.0219,False,False
34.8778,18,8,343,0.6397,2.9350,10.0000,0.9074,180,0,"",-0.0739,0.0022,0.0567,-0.0018,-0.0481,0.0257,-0.0032,-0.0070,-0.1441,-0.3153,-1.7678,-10.2137,-9.5049,-0.2297,False,False
34.9808,18,8,344,0.6515,2.9872,10.0000,0.9475,180,0,"",-0.0104,0.0161,0.0753,-0.0181,0.0020,0.0308,0.0028,-0.0123,0.1223,-0.5343,-1.7651,-10.2255,-14.5541,-0.2060,False,False
35.0834,18,8,345,0.6327,2.9977,10.0000,0.8825,180,0,"",-0.0232,0.0065,-0.0518,0.0063,0.0121,-0.0086,-0.0174,0.0034,-0.8001,0.1544,-1.7574,-10.2499,-17.6567,-0.3229,False,False
35.1845,18,8,346,0.6398,3.0493,9.9379,0.9217,180,0,"",-0.0871,-0.0434,-0.0615,0.0087,0.0201,0.0253,0.0073,0.0049,0.2978,0.1999,-1.7615,-10.2333,-15.2678,0.2488,False,False
35.2870,18,8,347,0.6643,2.9464,10.0000,0.9301,180,0,"",-0.1104,-0.0326,-0.0935,-0.0038,0.0262,0.0246,-0.0016,-0.0095,-0.0760,-0.4583,-1.7579,-10.2476,-14.2704,-0.2671,False,False
35.3873,18,8,348,0.6139,2.8879,10.0000,0.9018,180,0,"",-0.0966,-0.0010,0.1073,-0.0175,0.0331,0.0139,-0.0055,-0.0162,-0.2397,-0.7095,-1.7501,-10.2670,-24.8002,-0.4746,False,False
35.4884,18,8,349,0.6119,3.0251,10.0000,0.9741,180,0,"",-0.1271,-0.0421,0.0259,-0.0040,-0.0310,0.0025,0.0025,-0.0151,0.1107,-0.6606,-1.7543,-10.2555,-24.5151,-0.2749,False,False
35.5914,18,8,350,0.6050,3.0069,9.9852,0.8189,180,0,"",-0.0814,-0.0081,0.0202,-0.0398,-0.0006,0.0101,-0.0071,0.0083,-0.3454,0.4073,-1.7502,-10.2643,-23.6902,0.0309,False,False
35.6919,18,8,351,0.6437,2.9253,9.9903,1.0081,180,0,"",0.0379,-0.0624,-0.0830,-0.0090,0.0136,-0.0143,-0.0195,-0.0010,-0.9463,-0.0482,-1.7451,-10.2750,-24.8261,-0.4972,False,False
35.7935,18,8,352,0.6607,2.9509,9.9780,0.8865,180,0,"",0.0482,0.0098,0.0620,-0.0068,-0.0140,0.0014,-0.0010,-0.0122,-0.0396,-0.5031,-1.7453,-10.2740,-29.6012,-0.2713,False,False
35.8965,18,8,353,0.6607,2.9819,10.0000,0.9044,180,0,"",-0.0147,-0.0125,0.0111,-0.0431,-0.0328,-0.0064,-0.0023,-0.0073,-0.1043,-0.3266,-1.7425,-10.2774,-35.0804,-0.2154,False,False
35.9965,18,8,354,0.5996,2.9325,10.0000,0.9485,180,0,"",-0.0203,-0.0223,0.0253,0.0173,0.0068,0.0037,-0.0176,0.0033,-0.7369,0.1361,-1.7418,-10.2794,-28.8316,-0.3004,False,False
36.1002,18,8,355,0.6774,2.9250,10.0000,0.8740,180,0,"",0.0461,0.0634,0.0281,-0.0231,0.0133,-0.0189,-0.0056,-0.0037,-0.2482,-0.1614,-1.7407,-10.2804,-29.3207,-0.2048,False,False
36.2006,18,8,356,0.6145,2.9445,9.8948,0.9206,180,0,"",-0.0090,0.0881,-0.0230,-0.0064,0.0183,-0.0004,0.0066,0.0028,0.3066,0.1291,-1.7508,-10.2642,-32.4477,0.2179,False,False
36.3015,18,8,357,0.6309,2.9200,9.9557,0.9453,180,0,"",0.0897,-0.0213,-0.0093,0.0179,0.0282,0.0057,-0.0129,0.0013,-0.5645,0.0551,-1.7513,-10.2627,-31.3038,-0.2547,False,False
36.4054,18,8,358,0.6591,2.9160,10.0000,0.9124,180,0,"",0.0661,-0.0190,-0.0590,0.0188,0.0167,-0.0298,-0.0069,0.0186,-0.2945,0.7876,-1.7550,-10.2556,-28.9150,0.2465,False,False
36.5067,18,8,359,0.6624,2.9566,9.9486,0.9096,180,0,"",0.0359,0.0826,-0.0450,0.0376,-0.0127,-0.0282,-0.0068,0.0143,-0.2928,0.6148,-1.7601,-10.2434,-20.8020,0.1610,False,False
36.6071,18,8,360,0.6425,3.0363,9.9478,0.8974,180,0,"",0.0403,-0.0128,0.0706,0.0215,0.0361,0.0220,0.0059,0.0009,0.2850,0.0433,-1.7657,-10.2301,-23.7378,0.1642,False,False
36.7103,18,8,361,0.7050,2.9478,10.0000,0.9589,180,0,"",-0.0372,-0.0188,0.0317,0.0173,0.0044,0.0152,0.0014,0.0037,0.0663,0.1701,-1.7594,-10.2423,-25.7719,0.1182,False,False
36.8107,18,8,362,0.6544,2.9740,10.0000,0.9355,180,0,"",0.1352,0.0391,-0.0120,0.0280,-0.0201,0.0142,0.0093,0.0013,0.4399,0.0640,-1.7511,-10.2577,-27.1845,0.2520,False,False
36.9129,18,8,363,0.6109,3.0040,9.9456,0.9533,180,0,"",-0.0946,0.0051,-0.0034,0.0310,-0.0153,0.0248,0.0079,0.0143,0.3721,0.6766,-1.7549,-10.2503,-26.9813,0.5244,False,False
37.0135,18,8,364,0.6644,2.9617,9.9935,0.9261,180,0,"",-0.0690,-0.0069,-0.0821,0.0162,-0.0028,0.0151,0.0031,-0.0078,0.1396,-0.3515,-1.7468,-10.2670,-28.8344,-0.1060,False,False
37.1154,18,8,365,0.6549,3.0244,9.9909,0.9219,180,0,"",-0.0261,0.0523,0.0043,0.0001,-0.0425,-0.0266,-0.0137,-0.0102,-0.6426,-0.4818,-1.7556,-10.2515,-25.6437,-0.5622,False,False
37.2175,18,8,366,0.6803,2.8921,9.9572,0.9484,180,0,"",-0.0664,-0.0545,0.0264,-0.0136,-0.0213,-0.0287,0.0002,0.0052,0.0083,0.2441,-1.7629,-10.2366,-24.0498,0.1262,False,False
37.3182,18,8,367,0.6649,2.9190,9.9813,0.9265,180,0,"",0.0140,0.0638,0.0319,-0.0376,-0.0127,0.0093,-0.0100,0.0069,-0.4758,0.3295,-1.7587,-10.2435,-23.5417,-0.0731,False,False
37.4191,18,8,368,0.6430,2.9997,10.0000,0.8869,180,0,"",0.0606,-0.0080,0.0101,-0.0066,-0.0057,0.0081,-0.0053,-0.0188,-0.2321,-0.8271,-1.7528,-10.2540,-28.5882,-0.5296,False,False
37.5191,18,8,369,0.6526,2.9544,10.0000,0.9278,180,0,"",-0.0193,0.0246,0.0381,0.0020,-0.0101,0.0361,0.0068,0.0143,0.2968,0.6266,-1.7494,-10.2604,-27.9331,0.4617,False,False
37.6198,18,8,370,0.6934,2.9731,10.0000,0.9192,180,0,"",-0.0667,0.0398,-0.0070,0.0256,-0.0105,0.0301,0.0203,-0.0025,0.9243,-0.1128,-1.7566,-10.2467,-29.5411,0.4058,False,False
37.7219,18,8,371,0.6389,2.9240,10.0000,0.8739,180,0,"",-0.0008,0.0271,0.0346,-0.0111,-0.0170,0.0112,0.0034,0.0047,0.1597,0.2209,-1.7666,-10.2297,-28.8892,0.1903,False,False
37.8243,18,8,372,0.6301,2.9569,10.0000,0.9178,180,0,"",0.0310,-0.0109,-0.0747,-0.0141,-0.0007,-0.0388,-0.0013,0.0006,-0.0603,0.0268,-1.7644,-10.2330,-27.8622,-0.0168,False,False
37.9270,18,8,373,0.6344,2.9848,9.9450,0.8858,180,0,"",-0.0466,-0.0403,0.0275,0.0263,-0.0127,-0.0303,-0.0042,-0.0011,-0.1965,-0.0535,-1.7693,-10.2244,-29.8535,-0.1250,False,False
38.0294,18,8,374,0.6243,2.9724,9.8857,0.8839,180,0,"",0.0222,0.0290,-0.0611,-0.0003,0.0250,0.0085,0.0042,0.0069,0.1868,0.3042,-1.7709,-10.2214,-31.1329,0.2455,False,False
38.1306,18,8,375,0.5639,2.9514,10.0000,0.8951,180,0,"",0.0270,0.0332,-0.0287,0.0015,-0.0242,0.0218,-0.0025,0.0153,-0.1162,0.7089,-1.7694,-10.2240,-30.2176,0.2964,False,False
38.2318,18,8,376,0.6793,3.0110,9.9752,0.8493,180,0,"",0.0270,0.0216,-0.0538,0.0169,-0.0241,-0.0005,-0.0028,-0.0093,-0.1202,-0.4023,-1.7677,-10.2256,-35.3280,-0.2613,False,False
38.3341,18,8,377,0.6218,2.9601,10.0000,0.8630,180,0,"",0.0117,0.0163,-0.0111,-0.0159,0.0084,-0.0010,0.0007,0.0000,0.0296,-0.0001,-1.7555,-10.2446,-33.4027,0.0148,False,False
38.4372,18,8,378,0.6543,2.9123,10.0000,0.9622,180,0,"",-0.0565,0.0118,0.0414,-0.0308,0.0076,0.0006,0.0043,-0.0001,0.1895,-0.0055,-1.7621,-10.2345,-31.7377,0.0920,False,False
38.5386,18,8,379,0.6408,2.9811,10.0000,0.9003,180,0,"",-0.0287,0.0328,-0.0155,0.0162,-0.0140,-0.0069,-0.0116,0.0019,-0.5738,0.0957,-1.7585,-10.2410,-38.1313,-0.2390,False,False
38.6404,18,8,380,0.6462,2.9013,9.9647,0.8452,180,0,"",-0.0410,0.0570,0.0134,-0.0039,0.0296,0.0026,-0.0075,-0.0080,-0.3558,-0.3803,-1.7462,-10.2594,-33.8629,-0.3680,False,False
38.7406,18,8,381,0.6272,2.9601,10.0000,0.8938,180,0,"",0.0223,0.0729,0.0495,0.0277,-0.0091,0.0018,0.0085,0.0082,0.3977,0.3856,-1.7502,-10.2529,-26.8960,0.3916,False,False
38.8412,18,8,382,0.6158,2.9538,9.9987,0.9503,180,0,"",0.0853,-0.0968,-0.0018,0.0119,0.0057,0.0242,-0.0041,0.0067,-0.1853,0.3024,-1.7470,-10.2598,-27.7396,0.0586,False,False
38.9438,18,8,383,0.6755,2.9551,10.0000,0.8962,180,0,"",0.0165,-0.0554,0.0002,-0.0061,-0.0049,-0.0189,0.0065,0.0115,0.3032,0.5376,-1.7560,-10.2430,-27.2890,0.4204,False,False
39.0438,18,8,384,0.6691,2.9123,10.0000,0.9523,180,0,"",0.0185,0.0038,0.0480,-0.0143,-0.0177,-0.0168,0.0156,0.0059,0.7088,0.2667,-1.7618,-10.2313,-25.9284,0.4878,False,False
39.1458,18,8,385,0.6535,2.8805,9.9853,0.8137,180,0,"",-0.0360,-0.0942,0.0673,-0.0275,0.0048,0.0008,0.0081,-0.0057,0.3673,-0.2599,-1.7624,-10.2318,-30.2773,0.0537,False,False
39.2469,18,8,386,0.6838,2.9639,9.9897,0.8831,180,0,"",-0.0134,-0.0455,0.0253,0.0131,0.0014,-0.0013,-0.0117,0.0206,-0.5161,0.9124,-1.7807,-10.2029,-27.3283,0.1981,False,False
39.3487,18,8,387,0.6465,2.9800,9.9596,0.9141,180,0,"",0.0400,0.0214,-0.0789,-0.0319,0.0199,0.0029,0.0130,-0.0106,0.6067,-0.4969,-1.7788,-10.2060,-31.0448,0.0549,False,False
39.4496,18,8,388,0.6646,2.9647,9.9427,0.9459,180,0,"",-0.0311,0.0595,0.0075,0.0027,0.0149,0.0157,0.0141,0.0035,0.6135,0.1506,-1.7785,-10.2074,-24.6608,0.3821,False,False
39.5525,18,8,389,0.6531,2.9912,9.9623,0.9054,180,0,"",0.0679,-0.0369,0.0691,0.0040,0.0046,-0.0072,0.0051,-0.0107,0.2373,-0.4917,-1.7779,-10.2102,-24.1547,-0.1272,False,False
39.6530,18,8,390,0.6347,2.9654,9.9528,0.8736,180,0,"",-0.0237,0.0273,-0.0038,0.0198,-0.0068,-0.0085,0.0050,-0.0147,0.2206,-0.6519,-1.7767,-10.2117,-25.5436,-0.2157,False,False
39.7552,18,8,391,0.6331,2.9516,9.9700,0.9479,180,0,"",-0.0052,0.0367,-0.0059,0.0226,0.0181,0.0059,-0.0153,0.0086,-0.7135,0.4026,-1.7793,-10.2060,-20.4733,-0.1555,False,False
39.8570,18,8,392,0.6013,2.9666,9.9942,0.8874,180,0,"",0.0585,0.0050,0.0266,0.0006,0.0160,0.0257,-0.0088,-0.0014,-0.4047,-0.0654,-1.7838,-10.1951,-21.2450,-0.2350,False,False
39.9571,18,8,393,0.6551,3.0227,9.9785,0.9100,180,0,"",-0.0501,-0.0177,0.0473,-0.0020,0.0300,-0.0054,0.0079,0.0078,0.3371,0.3347,-1.7806,-10.2037,-19.1281,0.3359,False,False
40.0587,18,8,394,0.6565,2.9675,10.0000,0.9804,180,0,"",0.0306,-0.0397,-0.0807,-0.0160,0.0054,-0.0202,-0.0035,-0.0014,-0.1718,-0.0672,-1.7809,-10.2030,-22.6370,-0.1195,False,False
40.1601,18,8,395,0.5859,3.0014,9.9682,0.9372,180,0,"",-0.0175,0.0029,-0.0554,-0.0075,-0.0280,0.0258,-0.0157,0.0213,-0.6943,0.9396,-1.7772,-10.2121,-14.5284,0.1227,False,False
40.2606,18,8,396,0.6332,2.9603,10.0000,0.8312,180,0,"",0.0176,0.0207,-0.1144,0.0169,-0.0062,0.0177,0.0072,-0.0045,0.3543,-0.2229,-1.7751,-10.2242,-15.2955,0.0657,False,False
40.3613,18,8,397,0.6559,2.9373,10.0000,0.8770,180,0,"",-0.0081,-0.0014,0.0028,0.0161,0.0135,0.0125,-0.0040,0.0162,-0.1800,0.7283,-1.7809,-10.2015,-12.9269,0.2742,False,False
40.4622,18,8,398,0.6625,2.8766,9.9801,0.9261,180,0,"",-0.0185,-0.0263,0.0412,0.0119,0.0299,0.0639,0.0079,-0.0208,0.3621,-0.9561,-1.7788,-10.2038,-15.3019,-0.2970,False,False
40.5633,18,8,399,0.6489,2.9665,9.9686,0.9315,180,0,"",-0.0216,-0.0538,0.0189,-0.0151,0.0093,0.0082,-0.0110,-0.0062,-0.4949,-0.2769,-1.7787,-10.2040,-8.6248,-0.3859,False,False
40.6650,18,8,400,0.6022,2.9858,10.0000,0.8899,180,0,"",0.0698,0.0237,0.0410,-0.0083,0.0211,0.0227,-0.0062,-0.0088,-0.2763,-0.3925,-1.7822,-10.1775,-6.6501,-0.3344,False,False
40.7678,18,8,401,0.6627,2.9118,9.9427,0.8629,180,0,"",0.0657,0.0956,-0.0130,0.0359,-0.0219,0.0103,0.0005,-0.0019,0.0241,-0.0935,-1.7826,-10.1756,-9.3120,-0.0347,False,False
40.8680,18,8,402,0.6623,2.9583,10.0000,0.9219,180,0,"",-0.0268,0.0393,0.0193,-0.0098,-0.0041,-0.0059,-0.0175,0.0082,-0.8185,0.3837,-1.7839,-10.1698,2.2725,-0.2174,False,False
40.9701,18,8,403,0.6320,2.9483,10.0000,0.8750,180,0,"",0.0552,-0.1513,0.0055,-0.0137,-0.0200,-0.0018,-0.0085,-0.0048,-0.3816,-0.2177,-1.7849,-10.1910,2.5997,-0.2997,False,False
41.0723,18,8,404,0.6649,2.9032,9.9993,0.8316,180,0,"",0.0839,-0.0380,-0.0682,-0.0007,0.0334,-0.0129,-0.0067,0.0077,-0.3345,0.3865,-1.7840,-10.1760,6.0088,0.0260,False,False
41.1744,18,8,405,0.5980,2.9457,9.9587,0.9283,180,0,"",0.0056,0.0937,0.0370,0.0170,-0.0021,-0.0178,-0.0116,0.0138,-0.5173,0.6176,-1.7830,-10.1739,1.3509,0.0501,False,False
41.2776,18,8,406,0.6543,2.9739,10.0000,0.9749,180,0,"",-0.0002,0.0138,0.0089,0.0045,-0.0137,0.0013,0.0075,0.0005,0.3150,0.0211,-1.7829,-10.1707,-3.1350,0.1680,False,False
41.3794,18,8,407,0.6299,2.9701,10.0000,0.9002,180,0,"",0.0232,-0.0329,0.0350,-0.0581,0.0213,-0.0273,-0.0101,-0.0049,-0.4545,-0.2189,-1.7826,-10.1833,-3.1041,-0.3367,False,False
41.4812,18,8,408,0.6807,2.9402,9.9623,0.9222,180,0,"",-0.0641,-0.0311,-0.0401,0.0096,0.0446,-0.0323,-0.0048,-0.0046,-0.2165,-0.2050,-1.7823,-10.1889,-4.1924,-0.2107,False,False
41.5826,18,8,409,0.6084,2.9539,9.9898,0.9538,180,0,"",0.1119,-0.0319,0.0819,-0.0056,-0.0072,0.0221,-0.0067,0.0119,-0.2331,0.4123,-1.7830,-10.1749,0.6352,0.0896,False,False
41.6862,18,8,410,0.6448,2.9688,9.9698,0.9213,180,0,"",-0.0820,-0.0552,-0.0329,0.0214,-0.0014,0.0212,-0.0176,0.0012,-0.8693,0.0616,-1.7836,-10.1847,4.4045,-0.4039,False,False
41.7885,18,8,411,0.6613,2.9352,9.9711,0.9071,180,0,"",-0.0174,0.0777,0.0599,-0.0082,-0.0206,-0.0042,0.0052,-0.0082,0.2397,-0.3747,-1.7832,-10.1727,-1.5893,-0.0675,False,False
41.8911,18,8,412,0.6533,2.9495,9.9928,0.9083,180,0,"",0.0272,0.0528,-0.0393,0.0134,-0.0266,0.0041,0.0077,0.0155,0.3812,0.7622,-1.7843,-10.1568,-4.5019,0.5717,False,False
41.9928,18,8,413,0.6445,2.9282,9.8932,0.8357,180,0,"",-0.0816,-0.0128,-0.0345,0.0353,0.0080,0.0365,-0.0100,-0.0257,-0.4214,-1.0836,-1.7831,-10.1637,-8.4746,-0.7525,False,False
42.0950,18,8,414,0.6715,2.9747,10.0000,0.8768,180,0,"",0.0790,0.0424,0.0372,0.0005,-0.0282,-0.0120,0.0093,0.0024,0.4569,0.1205,-1.7863,-10.1491,-12.3212,0.2887,False,False
42.1964,18,8,415,0.6273,2.9680,9.9563,0.9084,180,0,"",-0.0381,-0.0277,0.0528,-0.0005,0.0000,0.0143,-0.0097,-0.0124,-0.4256,-0.5466,-1.7862,-10.1496,-14.5012,-0.4861,False,False
42.3000,18,8,416,0.6111,2.9919,9.9730,0.8662,180,0,"",0.0091,0.0132,0.0311,0.0224,-0.0304,-0.0309,0.0015,-0.0131,0.0757,-0.6488,-1.7886,-10.1399,-11.5267,-0.2865,False,False
42.4016,18,8,417,0.6086,2.9815,10.0000,0.9525,180,0,"",0.0001,-0.0349,-0.0220,-0.0268,-0.0010,0.0306,-0.0030,0.0044,-0.1509,0.2199,-1.7846,-10.1588,-11.4381,0.0345,False,False
42.5048,18,8,418,0.6051,2.9600,10.0000,0.9128,180,0,"",-0.0532,-0.0588,0.0703,0.0063,-0.0105,-0.0194,0.0103,-0.0099,0.5004,-0.4805,-1.7811,-10.1691,-17.4693,0.0099,False,False
42.6064,18,8,419,0.6361,2.9689,9.9861,0.8628,180,0,"",-0.0821,0.0421,-0.0221,-0.0128,-0.0024,0.0034,-0.0262,-0.0052,-1.2223,-0.2444,-1.7763,-10.1839,-17.9717,-0.7333,False,False
42.7064,18,8,420,0.6488,2.9774,10.0000,0.9408,180,0,"",0.0289,0.0255,-0.0215,0.0435,0.0237,0.0098,0.0080,0.0038,0.3560,0.1688,-1.7754,-10.1890,-13.2632,0.2624,False,False
42.8084,18,8,421,0.6393,3.0052,10.0000,0.9363,180,0,"",0.0143,0.0377,0.0574,0.0002,-0.0064,-0.0034,0.0053,-0.0123,0.2630,-0.6105,-1.7749,-10.1901,-19.1012,-0.1738,False,False
42.9087,18,8,422,0.6632,3.0305,9.9933,0.8571,180,0,"",0.0175,0.0334,-0.0274,0.0018,0.0127,-0.0162,-0.0078,-0.0014,-0.3558,-0.0625,-1.7750,-10.1882,-20.7600,-0.2092,False,False
43.0096,18,8,423,0.6512,3.0051,9.9919,0.7908,180,0,"",0.0328,0.0057,-0.0393,-0.0082,-0.0203,0.0028,-0.0140,0.0114,-0.6591,0.5356,-1.7750,-10.1910,-12.3428,-0.0617,False,False
43.1101,18,8,424,0.6807,3.0117,10.0000,0.9307,180,0,"",-0.0524,-0.0915,0.0284,0.0022,-0.0078,-0.0285,0.0012,-0.0027,0.0525,-0.1155,-1.7736,-10.1964,-17.4900,-0.0315,False,False
43.2107,18,8,425,0.6477,2.9399,9.9605,0.8828,180,0,"",-0.0994,0.0472,-0.0226,0.0095,0.0026,0.0035,0.0005,-0.0107,0.0202,-0.4740,-1.7645,-10.2191,-23.7045,-0.2269,False,False
43.3113,18,8,426,0.6641,2.9312,10.0000,0.9302,180,0,"",0.0849,-0.0373,-0.0374,0.0054,-0.0009,0.0059,0.0004,0.0020,0.0212,0.0984,-1.7712,-10.2053,-25.5065,0.0598,False,False
43.4139,18,8,427,0.6099,3.0367,10.0000,0.8909,180,0,"",0.0624,0.0221,-0.0649,0.0187,-0.0136,0.0002,0.0130,0.0117,0.6076,0.5445,-1.7754,-10.1925,-17.6928,0.5761,False,False
43.5168,18,8,428,0.6511,2.9765,9.9216,0.9394,180,0,"",0.0729,-0.0033,-0.0133,-0.0147,-0.0013,-0.0150,-0.0098,0.0024,-0.4442,0.1106,-1.7702,-10.2100,-16.7649,-0.1668,False,False
43.6200,18,8,429,0.6321,3.0266,9.9460,0.8998,180,0,"",0.0165,0.0827,-0.0430,0.0505,-0.0338,-0.0022,0.0054,0.0030,0.2394,0.1347,-1.7758,-10.1894,-15.8920,0.1870,False,False
43.7208,18,8,430,0.6535,2.9558,9.9972,0.9147,180,0,"",-0.0225,0.0378,-0.0292,-0.0033,-0.0095,0.0297,-0.0053,0.0082,-0.2441,0.3748,-1.7789,-10.1806,-19.3155,0.0654,False,False
43.8218,18,8,431,0.6437,2.9225,10.0000,0.9206,180,0,"",-0.1235,-0.0712,-0.0368,-0.0311,-0.0079,0.0040,-0.0166,-0.0011,-0.8117,-0.0514,-1.7741,-10.1927,-19.3156,-0.4316,False,False
43.9246,18,8,432,0.6202,3.0397,9.9256,0.9406,180,0,"",-0.0467,0.0466,0.0341,0.0040,-0.0116,0.0106,-0.0068,0.0060,-0.3052,0.2670,-1.7802,-10.1749,-15.4463,-0.0191,False,False
44.0272,18,8,433,0.6345,3.0145,9.9663,0.9092,180,0,"",0.0141,-0.0046,-0.0589,-0.0195,0.0083,0.0220,0.0014,0.0026,0.0609,0.1159,-1.7800,-10.1757,-13.0621,0.0884,False,False
